var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,y,fold,train_test
S, I,1,3,1,1,2,1,0,0,0, negative,2,tra
R, O,1,2,1,2,2,1,0,0,0, negative,2,tra
S, O,1,2,1,1,2,1,0,0,0, negative,2,tra
A, I,1,2,1,1,2,1,0,0,0, negative,2,tra
S, O,1,3,1,1,2,1,6,0,0, negative,2,tra
S, X,1,1,1,1,2,1,0,0,0, negative,2,tra
A, X,1,1,1,2,2,1,0,0,0, negative,2,tra
R, X,1,2,1,1,2,1,0,0,0, negative,2,tra
R, X,1,3,1,2,2,1,0,0,0, negative,2,tra
R, X,1,2,1,1,2,1,0,0,0, negative,2,tra
H, I,2,3,1,2,2,1,0,0,0, negative,2,tra
R, X,1,2,1,1,2,1,0,0,0, negative,2,tra
R, X,1,3,1,2,2,1,0,0,0, negative,2,tra
S, X,1,3,1,1,1,1,0,0,0, negative,2,tra
R, X,1,2,1,1,2,1,0,0,0, negative,2,tra
H, O,2,2,1,2,2,1,1,0,0, negative,2,tra
S, I,1,3,1,1,2,1,0,0,0, negative,2,tra
A, O,1,3,1,2,2,1,0,0,0, negative,2,tra
X, O,1,3,1,1,2,1,0,0,0, negative,2,tra
X, I,1,3,1,1,2,1,0,0,0, negative,2,tra
X, I,1,3,1,1,2,1,0,0,0, negative,2,tra
A, O,1,2,1,2,2,1,0,0,0, negative,2,tra
S, X,1,3,1,1,2,1,0,0,0, negative,2,tra
X, O,2,2,1,2,2,1,2,0,0, negative,2,tra
X, O,1,3,1,1,2,1,0,0,0, negative,2,tra
A, X,1,3,1,2,2,1,0,0,0, negative,2,tra
X, O,1,2,1,2,2,1,0,0,0, negative,2,tra
S, X,1,3,1,1,2,1,0,0,0, negative,2,tra
A, I,1,3,1,2,2,1,2,0,0, negative,2,tra
R, O,2,2,1,1,2,1,0,0,0, negative,2,tra
R, O,1,2,1,1,2,1,0,0,0, negative,2,tra
S, O,2,2,3,2,2,1,0,0,0, negative,2,tra
X, O,1,2,1,1,2,1,1,0,0, negative,2,tra
A, I,2,2,1,2,2,1,1,0,0, negative,2,tra
S, O,1,3,1,1,2,1,2,2,0, negative,2,tra
S, X,1,2,1,1,2,1,0,0,0, negative,2,tra
S, O,2,3,3,1,2,1,0,0,0, negative,2,tra
S, X,1,3,1,2,2,1,0,0,0, negative,2,tra
S, O,2,2,2,1,2,1,0,0,0, negative,2,tra
S, X,1,3,1,2,1,1,0,0,0, negative,2,tra
S, X,1,2,1,2,2,1,0,0,0, negative,2,tra
S, X,1,3,1,2,1,1,0,0,0, negative,2,tra
R, X,1,2,1,1,2,1,0,0,0, negative,2,tra
A, C,2,2,1,2,2,1,0,0,0, negative,2,tra
S, O,1,3,1,2,2,1,0,0,0, negative,2,tra
R, X,1,3,1,1,2,1,0,0,0, negative,2,tra
K, I,1,3,1,2,2,1,1,0,0, negative,2,tra
S, X,1,3,1,2,1,1,0,0,0, negative,2,tra
A, I,1,2,1,2,2,1,0,0,0, negative,2,tra
S, X,1,2,1,2,1,1,0,0,0, negative,2,tra
K, C,2,3,1,2,2,2,1,3,2, negative,2,tra
A, I,1,3,1,1,2,1,0,0,0, negative,2,tra
X, O,1,3,1,1,2,1,0,0,0, negative,2,tra
K, C,2,3,3,2,2,2,0,5,1, negative,2,tra
A, O,1,3,1,2,2,1,1,0,0, negative,2,tra
S, O,1,2,1,1,2,1,0,0,0, negative,2,tra
R, I,1,3,1,1,2,1,0,0,0, negative,2,tra
S, X,1,3,1,2,2,1,0,0,0, negative,2,tra
S, I,1,3,1,1,2,1,1,0,0, negative,2,tra
S, X,1,2,1,2,1,1,0,0,0, negative,2,tra
A, I,1,2,1,2,2,1,0,0,0, negative,2,tra
X, I,1,2,1,1,2,1,0,0,0, negative,2,tra
H, O,1,2,1,2,2,1,0,0,0, negative,2,tra
S, O,1,3,1,2,2,1,0,0,0, negative,2,tra
S, X,1,3,1,1,1,1,0,0,0, negative,2,tra
S, X,1,2,1,1,2,1,0,0,0, negative,2,tra
S, X,1,2,1,1,2,1,1,0,0, negative,2,tra
S, X,1,2,1,1,2,1,1,0,0, negative,2,tra
S, O,1,2,1,2,2,1,0,0,0, negative,2,tra
R, O,1,3,1,1,2,1,0,0,0, negative,2,tra
A, O,1,2,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
A, I,1,3,1,2,2,1,0,0,0, negative,1,tst
S, I,2,3,1,2,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,1,0,0, negative,1,tst
X, O,1,3,1,1,2,1,1,0,0, negative,1,tst
S, O,1,2,1,2,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
A, I,2,3,1,1,2,1,2,0,0, negative,1,tst
A, I,2,2,1,2,2,1,2,0,0, positive,1,tst
S, I,2,3,1,2,2,1,0,0,0, negative,1,tst
S, O,2,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
R, C,2,3,1,1,2,1,0,0,0, negative,1,tst
X, O,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,1,1,1,2,1,0,0,0, negative,1,tst
S, X,1,1,1,1,1,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
A, C,2,1,3,2,2,1,5,0,0, negative,1,tst
S, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, I,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
A, O,1,3,1,1,2,1,1,0,0, negative,1,tst
S, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,2,1,0,0,0, negative,1,tst
A, I,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
K, I,2,3,1,2,2,2,3,0,0, positive,1,tst
A, I,1,3,1,2,2,1,0,0,0, negative,1,tst
A, O,2,3,1,1,2,1,0,0,0, negative,1,tst
K, I,2,2,3,2,2,1,0,0,0, positive,1,tst
R, O,1,2,1,1,2,1,0,0,0, negative,1,tst
R, O,1,2,1,2,2,1,1,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,2,1,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, I,1,2,1,2,2,1,0,3,0, negative,1,tst
R, X,1,3,1,1,2,1,0,0,0, negative,1,tst
A, X,1,2,1,2,1,1,0,0,0, negative,1,tst
R, X,1,2,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
R, X,1,2,1,2,2,1,0,0,0, negative,1,tst
R, O,1,1,1,1,2,1,0,0,0, negative,1,tst
R, I,1,3,1,1,2,1,2,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
X, O,1,2,1,1,2,1,0,0,0, negative,1,tst
A, I,1,2,1,2,2,1,0,0,0, negative,1,tst
X, O,1,2,1,2,2,1,0,0,0, negative,1,tst
R, I,1,2,1,2,2,1,0,0,0, negative,1,tst
R, O,1,1,1,1,2,1,0,0,0, negative,1,tst
S, O,2,3,1,2,2,1,1,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
S, O,2,3,3,1,2,1,0,1,0, negative,1,tst
R, O,1,2,1,1,2,1,0,0,0, negative,1,tst
K, I,2,3,1,2,2,1,3,1,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
K, I,2,2,1,2,2,1,1,0,0, negative,1,tst
R, X,1,3,1,1,2,1,0,0,0, negative,1,tst
A, I,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
S, X,1,1,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
S, X,1,3,1,1,2,1,0,0,0, negative,1,tst
A, I,1,3,1,2,2,1,1,0,0, negative,1,tst
S, O,1,3,1,1,2,1,0,0,0, negative,1,tst
R, X,1,2,1,1,1,1,0,0,0, negative,1,tst
R, O,1,3,1,2,2,1,0,0,0, negative,1,tst
S, I,1,3,1,2,2,1,1,0,0, negative,1,tst
S, X,1,2,1,2,1,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
A, I,2,3,3,1,2,1,1,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
A, I,2,3,1,2,2,1,0,1,0, negative,1,tst
R, O,1,3,1,2,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,2,1,0,0,0, negative,1,tst
A, O,1,2,1,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
A, X,1,2,1,2,2,1,0,0,0, negative,1,tst
S, O,1,1,3,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
A, I,2,2,1,2,2,1,0,0,0, positive,1,tst
S, X,1,3,1,2,2,1,1,0,0, negative,1,tst
S, X,1,2,1,2,1,1,0,0,0, negative,1,tst
R, I,1,3,1,2,2,1,0,0,0, negative,1,tst
S, O,2,2,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
H, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
R, X,1,3,1,2,1,1,0,0,0, negative,1,tst
S, O,1,2,1,2,2,1,1,0,0, negative,1,tst
S, O,1,1,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
R, X,1,2,1,1,2,1,0,0,0, negative,1,tst
X, I,2,2,1,2,2,1,0,0,0, negative,1,tst
S, O,1,2,1,2,2,1,0,0,0, negative,1,tst
X, I,1,2,1,2,2,1,1,0,0, negative,1,tst
S, O,1,2,1,1,2,1,0,0,0, negative,1,tst
A, O,1,2,1,2,2,1,0,0,0, negative,1,tst
A, I,1,3,1,1,2,1,1,0,0, negative,1,tst
X, O,1,2,1,2,2,1,0,0,0, negative,1,tst
X, O,1,2,1,1,2,1,0,0,0, negative,1,tst
H, O,1,3,1,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,2,1,1,0,0,0, negative,1,tst
R, X,1,2,1,1,2,1,0,0,0, negative,1,tst
K, I,1,2,1,2,2,1,4,0,0, positive,1,tst
R, O,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,2,2,1,0,0,0, negative,1,tst
R, X,1,3,1,1,2,1,0,0,0, negative,1,tst
A, O,1,2,1,2,2,1,1,0,0, negative,1,tst
X, O,1,2,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
R, X,1,2,1,1,2,1,0,0,0, negative,1,tst
R, O,1,2,1,1,2,1,0,0,0, negative,1,tst
A, O,1,3,1,2,2,1,0,0,0, negative,1,tst
R, X,1,1,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,1,0,0, negative,1,tst
X, O,1,1,1,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
A, I,1,3,1,2,2,1,3,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
S, O,1,2,1,2,2,1,0,0,0, negative,1,tst
S, O,1,1,1,1,2,1,0,0,0, negative,1,tst
S, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,1,2,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,2,1,1,0,0,0, negative,1,tst
K, I,2,3,1,2,2,1,0,0,0, negative,1,tst
S, X,1,3,1,2,1,1,0,0,0, negative,1,tst
S, X,1,2,1,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,2,1,1,0,0,0, negative,1,tst
K, I,2,2,1,2,2,1,3,0,0, negative,1,tst
A, I,1,3,1,1,2,1,0,0,0, negative,1,tst
R, X,1,3,1,1,2,1,0,0,0, negative,1,tst
K, I,1,3,1,2,2,1,1,0,0, negative,1,tst
A, O,1,3,1,2,2,1,0,0,0, negative,1,tst
S, X,1,1,1,2,2,1,0,0,0, negative,1,tst
K, C,1,2,1,2,2,2,0,1,1, positive,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, I,1,2,1,1,2,1,0,0,0, negative,1,tst
S, O,1,1,1,2,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
K, I,1,3,1,2,2,2,1,0,0, negative,1,tst
S, X,1,2,1,1,1,1,0,0,0, negative,1,tst
A, I,2,2,1,2,2,1,0,0,0, positive,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
S, O,1,2,1,2,2,1,0,0,0, negative,1,tst
A, I,1,1,1,2,2,1,1,1,0, negative,1,tst
A, O,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
S, O,1,3,1,1,2,1,0,0,0, negative,1,tst
X, O,1,1,1,1,2,1,0,0,0, negative,1,tst
S, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,1,1,1,1,1,0,0,0, negative,1,tst
S, X,2,2,1,1,2,1,0,0,0, negative,1,tst
X, I,1,2,1,1,2,1,0,0,0, negative,1,tst
S, I,1,2,1,2,2,1,0,0,0, negative,1,tst
S, O,2,3,1,1,2,1,0,0,0, negative,1,tst
S, O,1,2,1,1,2,1,2,0,0, negative,1,tst
R, I,1,3,1,1,2,1,0,0,0, negative,1,tst
S, I,2,2,1,2,2,1,0,0,0, negative,1,tst
S, X,1,1,1,2,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
H, X,1,3,1,2,1,1,0,0,0, negative,1,tst
A, I,1,2,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,1,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
A, C,2,2,1,2,2,1,0,0,0, negative,1,tst
A, O,1,3,1,2,2,1,0,0,0, negative,1,tst
R, I,2,3,1,2,2,1,1,0,0, negative,1,tst
A, I,2,2,1,2,2,1,3,0,0, positive,1,tst
R, O,1,2,1,2,2,1,0,0,0, negative,1,tst
R, O,1,1,1,2,2,1,0,0,0, negative,1,tst
R, X,1,2,1,2,1,1,0,0,0, negative,1,tst
A, O,1,3,1,2,2,1,0,0,0, negative,1,tst
A, I,1,3,1,2,2,1,1,0,0, negative,1,tst
S, X,1,3,1,1,2,1,0,0,0, negative,1,tst
R, X,1,2,1,1,2,1,0,0,0, negative,1,tst
K, I,1,2,1,2,2,1,1,0,0, positive,1,tst
H, I,2,3,1,2,2,1,0,0,0, negative,1,tst
R, X,1,3,1,2,2,1,0,0,0, negative,1,tst
H, O,2,2,1,2,2,1,1,0,0, negative,1,tst
X, I,1,3,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,1,2,1,0,0,0, negative,1,tst
X, O,1,3,1,1,2,1,0,0,0, negative,1,tst
A, X,1,3,1,2,2,1,0,0,0, negative,1,tst
R, O,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,3,1,2,2,1,0,0,0, negative,1,tst
R, X,1,3,1,1,2,1,0,0,0, negative,1,tst
S, O,1,2,1,1,2,1,0,0,0, negative,1,tst
R, I,1,3,1,1,2,1,0,0,0, negative,1,tst
H, O,1,2,1,2,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,0,0,0, negative,1,tst
S, X,1,2,1,1,2,1,1,0,0, negative,1,tst
S, O,1,2,1,2,2,1,0,0,0, negative,1,tst
R, O,1,3,1,1,2,1,0,0,0, negative,1,tst
K, C,2,3,1,2,2,2,0,0,0, positive,1,tst
K, C,2,2,1,2,2,1,4,0,0, positive,1,tst
A, C,2,3,1,2,2,2,2,0,0, positive,1,tst
A, C,2,2,1,2,2,1,1,0,0, positive,1,tst
A, I,2,2,1,2,2,1,0,0,0, positive,1,tst
K, C,2,3,3,2,2,2,1,0,0, positive,1,tst
K, I,2,2,1,2,2,2,1,0,0, positive,1,tst
A, I,1,2,1,2,2,1,2,0,0, positive,1,tst
S, O,1,1,1,2,2,1,0,0,0, positive,1,tst
A, I,1,2,1,2,2,1,4,0,0, positive,1,tst
A, I,1,1,1,2,2,1,0,0,0, positive,1,tst
H, O,1,2,1,1,2,1,0,0,0, positive,1,tst
S, I,1,3,1,2,2,1,2,0,0, positive,1,tst
S, I,1,3,1,2,2,1,1,0,0, positive,1,tst
S, I,2,2,1,2,2,1,0,0,0, positive,1,tst
R, I,1,2,1,2,2,1,1,0,0, positive,1,tst
H, O,1,3,1,2,2,1,0,0,0, positive,1,tst
A, I,2,3,1,2,2,2,1,1,0, positive,1,tst
A, I,2,3,1,2,2,1,0,0,0, positive,1,tst
A, I,1,2,1,2,2,1,1,0,0, positive,1,tst
A, I,1,2,1,2,2,1,0,0,0, positive,1,tst
A, I,2,2,1,2,2,1,1,0,0, positive,1,tst
A, I,1,3,1,1,2,1,0,0,0, positive,1,tst
K, C,1,3,1,2,2,2,0,0,0, positive,1,tst
K, I,1,2,1,2,2,2,0,0,0, positive,1,tst
S, I,2,2,1,2,2,1,2,0,0, positive,1,tst
A, I,1,2,1,2,2,1,0,0,0, positive,1,tst
A, I,1,2,1,2,2,2,1,0,0, positive,1,tst
K, C,2,3,1,2,2,2,0,0,0, positive,1,tst
A, I,2,2,1,2,2,1,1,0,1, positive,1,tst
S, O,2,2,1,1,2,1,0,0,0, positive,1,tst
H, O,1,2,1,2,2,1,1,0,0, positive,1,tst
A, I,2,2,3,2,2,1,0,0,0, positive,1,tst
S, I,1,3,1,2,2,1,0,0,0, positive,1,tst
A, X,1,3,1,1,1,1,0,0,0, negative,1,tra
R, O,1,3,1,1,2,1,0,0,0, negative,1,tra
S, O,1,3,1,1,2,1,0,0,0, negative,1,tra
R, X,1,2,1,1,1,1,0,0,0, negative,1,tra
S, X,1,1,1,1,2,1,0,0,0, negative,1,tra
A, O,1,2,1,1,2,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
A, O,1,3,1,1,2,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
S, O,2,2,1,1,2,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
X, O,1,2,1,1,2,1,0,0,0, negative,1,tra
R, I,1,3,1,1,2,1,1,0,0, negative,1,tra
X, O,1,2,1,1,2,1,0,0,0, negative,1,tra
X, O,1,2,1,2,2,1,0,0,0, negative,1,tra
S, X,1,2,1,1,2,1,0,0,0, negative,1,tra
X, O,2,2,1,2,2,1,0,0,0, negative,1,tra
R, O,1,3,1,1,2,1,5,0,0, negative,1,tra
X, O,1,2,1,2,2,1,0,0,0, negative,1,tra
R, O,1,3,1,1,2,1,0,0,0, negative,1,tra
X, O,1,1,1,2,2,1,0,0,0, negative,1,tra
X, O,1,1,1,1,2,1,0,0,0, negative,1,tra
R, I,2,1,1,2,2,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
R, I,1,3,1,2,2,1,0,0,0, negative,1,tra
X, O,1,2,1,1,2,1,0,0,0, negative,1,tra
R, O,1,3,1,1,2,1,0,0,0, negative,1,tra
A, C,1,3,1,1,2,1,3,1,0, negative,1,tra
A, X,1,2,1,1,1,1,1,0,0, negative,1,tra
X, O,1,2,1,2,2,1,1,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
X, O,1,2,1,1,2,1,0,0,0, negative,1,tra
K, I,2,3,1,2,2,1,2,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
A, O,2,3,3,2,2,1,2,0,0, negative,1,tra
S, O,2,3,1,2,2,1,5,0,0, negative,1,tra
R, O,1,3,1,1,2,1,0,0,0, negative,1,tra
A, I,2,3,1,2,2,1,0,0,0, negative,1,tra
A, I,2,3,1,2,2,1,4,4,0, negative,1,tra
S, X,1,3,1,1,1,1,0,0,0, negative,1,tra
R, O,1,3,1,1,2,1,1,1,0, negative,1,tra
S, O,1,3,1,2,2,1,0,0,0, negative,1,tra
X, O,1,2,1,1,2,1,0,0,0, negative,1,tra
A, I,2,2,1,2,2,1,0,0,0, negative,1,tra
A, I,2,3,3,2,2,1,6,0,0, negative,1,tra
S, X,1,1,1,1,1,1,0,0,0, negative,1,tra
S, I,2,3,1,1,2,1,0,0,0, negative,1,tra
S, O,2,3,2,1,2,1,1,0,0, negative,1,tra
R, O,1,3,1,1,2,1,0,0,0, negative,1,tra
S, O,1,3,1,2,2,1,0,0,0, negative,1,tra
S, O,1,3,1,1,2,1,0,0,0, negative,1,tra
S, O,1,2,1,2,2,1,0,0,0, negative,1,tra
K, C,2,3,3,2,2,2,6,0,0, negative,1,tra
R, X,1,3,1,1,1,1,0,0,0, negative,1,tra
A, O,1,2,1,2,2,1,2,0,0, negative,1,tra
S, I,1,3,1,1,2,1,1,0,0, negative,1,tra
S, O,1,2,1,1,2,1,0,0,0, negative,1,tra
S, O,1,2,1,2,2,1,1,0,0, negative,1,tra
A, I,1,3,1,1,2,1,0,0,0, negative,1,tra
S, O,1,2,1,2,2,1,0,0,0, negative,1,tra
R, O,1,2,1,1,2,1,0,0,0, negative,1,tra
A, X,1,2,1,2,2,1,0,0,0, negative,1,tra
A, O,1,3,1,2,2,1,0,0,0, negative,1,tra
S, I,2,2,1,2,2,1,0,0,0, negative,1,tra
X, O,1,2,1,1,2,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,1,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
R, X,1,2,1,2,2,1,0,0,0, negative,1,tra
A, X,1,2,1,2,2,1,0,0,0, negative,1,tra
S, O,1,2,1,2,2,1,1,0,0, negative,1,tra
R, O,1,2,1,1,2,1,0,0,0, negative,1,tra
A, C,2,3,1,1,2,1,2,0,0, negative,1,tra
X, O,1,1,1,1,2,1,0,0,0, negative,1,tra
S, O,1,3,1,2,2,1,1,0,0, negative,1,tra
S, O,1,2,1,2,2,1,0,0,0, negative,1,tra
A, I,2,3,1,2,2,1,3,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
A, I,2,3,1,2,2,1,0,0,0, negative,1,tra
S, X,1,1,1,2,2,1,1,0,0, negative,1,tra
A, I,2,2,1,2,2,1,0,0,0, negative,1,tra
X, O,1,2,1,1,2,1,0,0,0, negative,1,tra
S, I,2,2,1,2,2,1,0,0,0, negative,1,tra
S, X,1,2,1,2,2,1,0,0,0, negative,1,tra
A, O,1,2,1,2,2,1,1,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
S, O,1,3,1,1,2,1,1,0,0, negative,1,tra
S, X,1,2,1,2,2,1,0,0,0, negative,1,tra
A, O,1,2,1,2,2,1,0,0,0, negative,1,tra
S, I,1,2,1,2,2,1,0,0,0, negative,1,tra
A, O,1,3,1,1,2,1,2,0,0, negative,1,tra
S, X,1,2,1,1,1,1,0,0,0, negative,1,tra
S, O,1,1,1,2,2,1,0,0,0, negative,1,tra
S, O,1,2,1,1,2,1,0,0,0, negative,1,tra
A, I,1,2,1,2,2,1,0,0,0, negative,1,tra
S, X,1,2,1,1,2,1,2,0,0, negative,1,tra
A, O,1,3,1,1,2,1,0,0,0, negative,1,tra
H, X,1,2,1,1,1,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
S, O,1,3,1,1,2,1,0,0,0, negative,1,tra
H, X,1,3,1,1,1,1,0,0,0, negative,1,tra
S, X,1,2,1,1,1,1,1,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
R, O,1,2,1,1,2,1,3,0,0, negative,1,tra
R, O,1,2,1,1,2,1,0,0,0, negative,1,tra
X, O,1,3,1,1,2,1,0,0,0, negative,1,tra
R, I,1,3,1,1,2,1,0,0,0, negative,1,tra
S, X,1,1,1,2,2,1,0,0,0, negative,1,tra
S, O,1,2,1,1,2,1,0,0,0, negative,1,tra
K, O,1,2,1,1,2,1,2,0,0, negative,1,tra
A, I,1,3,1,2,2,1,0,0,0, negative,1,tra
R, O,1,3,1,1,2,1,0,0,0, negative,1,tra
S, X,1,2,1,1,2,1,0,0,0, negative,1,tra
S, O,1,2,1,1,2,1,0,0,0, negative,1,tra
S, O,1,3,1,1,2,1,0,0,0, negative,1,tra
K, C,1,3,1,2,2,2,2,1,0, negative,1,tra
R, O,1,3,1,2,2,2,0,0,0, negative,1,tra
S, O,2,1,1,1,2,1,0,0,0, negative,1,tra
A, O,1,1,1,2,2,1,3,0,0, negative,1,tra
R, X,1,3,1,1,2,1,0,0,0, negative,1,tra
S, X,1,2,1,1,1,1,0,0,0, negative,1,tra
S, X,1,2,1,1,1,1,0,0,0, negative,1,tra
S, X,1,3,1,1,2,1,0,0,0, negative,1,tra
H, X,1,3,1,1,2,1,0,0,0, negative,1,tra
S, X,1,3,1,1,1,1,0,0,0, negative,1,tra
A, O,2,2,1,2,2,1,1,0,0, negative,1,tra
S, O,1,3,1,1,2,1,1,0,0, negative,1,tra
S, X,1,3,1,1,1,1,0,0,0, negative,1,tra
S, X,1,2,1,1,2,1,0,0,0, negative,1,tra
H, O,1,3,1,1,2,1,1,0,0, negative,1,tra
X, O,1,1,1,1,2,1,0,0,0, negative,1,tra
A, O,2,2,1,2,2,1,0,0,0, negative,1,tra
S, X,1,2,1,1,2,1,0,0,0, negative,1,tra
S, O,2,3,1,1,2,1,1,0,0, negative,1,tra
S, O,1,2,1,1,2,1,0,0,0, negative,1,tra
R, O,2,2,1,2,2,1,0,0,0, negative,1,tra
S, X,1,1,1,1,2,1,0,0,0, negative,1,tra
A, O,2,3,1,1,2,1,0,0,0, negative,1,tra
S, O,1,2,1,1,2,1,3,0,0, negative,1,tra
S, X,1,2,1,1,2,1,0,0,0, negative,1,tra
R, I,2,2,1,1,2,1,0,0,0, negative,1,tra
A, O,2,2,3,2,2,1,0,0,0, negative,1,tra
A, O,1,2,1,1,2,1,0,0,0, negative,1,tra
R, O,1,3,1,1,2,1,1,0,0, negative,1,tra
S, X,1,2,1,1,2,1,0,0,0, negative,1,tra
A, I,1,2,1,2,2,1,0,0,0, negative,1,tra
X, I,1,2,1,2,2,1,0,1,0, negative,1,tra
