fingerprint,minutia,x,y,angle
G023X6I_1_1,v47,536,652,174.0
G023X6I_1_1,v48,582,710,166.0
G023X6I_1_1,v49,330,536,159.0
G023X6I_1_1,v50,498,616,143.0
G023X6I_1_1,v51,216,580,132.0
G023X6I_1_1,v52,226,446,113.0
G023X6I_1_1,v53,100,512,114.0
G023X6I_1_1,v54,476,592,108.0
G026X9I_1_1,v0,455,388,86.0
G026X9I_1_1,v1,432,302,53.0
G026X9I_1_1,v2,422,233,23.0
G026X9I_1_1,v3,397,223,7.0
G026X9I_1_1,v4,376,213,353.0
G026X9I_1_1,v5,389,260,349.0
G026X9I_1_1,v6,340,504,344.0
G026X9I_1_1,v7,373,497,339.0
G026X9I_1_1,v8,362,185,332.0
G026X9I_1_1,v9,363,485,316.0
G026X9I_1_1,v10,353,480,311.0
G026X9I_1_1,v11,320,201,308.0
G026X9I_1_1,v12,305,262,304.0
G026X9I_1_1,v13,376,325,302.0
G026X9I_1_1,v14,312,282,301.0
G026X9I_1_1,v15,252,310,300.0
G026X9I_1_1,v16,403,488,296.0
G026X9I_1_1,v17,307,450,293.0
G026X9I_1_1,v18,297,386,290.0
G026X9I_1_1,v19,394,484,288.0
G026X9I_1_1,v20,340,477,283.0
G026X9I_1_1,v21,383,477,283.0
G026X9I_1_1,v22,352,466,277.0
G026X9I_1_1,v23,373,467,274.0
G026X9I_1_1,v24,389,424,266.0
G026X9I_1_1,v25,362,465,270.0
G026X9I_1_1,v26,372,429,266.0
G026X9I_1_1,v27,430,205,192.0
G026X9I_1_1,v28,430,267,189.0
G026X9I_1_1,v29,414,231,189.0
G026X9I_1_1,v30,392,213,158.0
G026X9I_1_1,v31,383,172,158.0
G026X9I_1_1,v32,334,246,127.0
G026X9I_1_1,v33,270,270,117.0
G026X9I_1_1,v34,311,391,114.0
G026X9I_1_1,v35,334,451,115.0
G026X9I_1_1,v36,275,347,115.0
G026X9I_1_1,v37,371,310,108.0
G026X9I_1_1,v38,310,352,106.0
G026X9I_1_1,v39,416,419,102.0
G026X9I_1_1,v40,329,409,104.0
G026X9I_1_1,v41,438,417,96.0
G026X9I_1_1,v42,344,350,101.0
G026X9I_1_1,v43,378,355,92.0
G026X9I_1_1,v44,353,428,92.0
G027X6I_1_1,v0,313,432,63.0
G027X6I_1_1,v1,299,452,56.0
G027X6I_1_1,v2,290,468,51.0
G027X6I_1_1,v3,279,482,36.0
G027X6I_1_1,v4,263,496,10.0
G027X6I_1_1,v5,298,555,3.0
G027X6I_1_1,v6,302,619,5.0
G027X6I_1_1,v7,353,423,5.0
G027X6I_1_1,v8,435,649,356.0
G027X6I_1_1,v9,421,248,353.0
G027X6I_1_1,v10,515,175,351.0
G027X6I_1_1,v11,452,374,348.0
G027X6I_1_1,v12,394,228,344.0
G027X6I_1_1,v13,419,341,345.0
G027X6I_1_1,v14,504,144,347.0
G027X6I_1_1,v15,234,538,342.0
G027X6I_1_1,v16,246,511,340.0
G027X6I_1_1,v17,496,100,332.0
G027X6I_1_1,v18,317,152,330.0
G027X6I_1_1,v19,401,455,329.0
G027X6I_1_1,v20,392,416,326.0
G027X6I_1_1,v21,366,400,317.0
G027X6I_1_1,v22,251,429,302.0
G027X6I_1_1,v23,353,444,237.0
G027X6I_1_1,v24,336,478,222.0
G027X6I_1_1,v25,313,628,187.0
G027X6I_1_1,v26,397,675,182.0
G027X6I_1_1,v27,535,544,179.0
G027X6I_1_1,v28,379,489,177.0
G027X6I_1_1,v29,389,437,171.0
G027X6I_1_1,v30,485,120,166.0
G027X6I_1_1,v31,534,574,165.0
G027X6I_1_1,v32,252,404,125.0
G027X6I_1_1,v33,311,381,123.0
G027X6I_1_1,v34,270,418,122.0
G027X6I_1_1,v35,323,402,107.0
G027X6I_1_1,v36,292,426,106.0
G027X6I_1_1,v37,337,396,98.0
G028X1I_1_1,v0,358,507,75.0
G028X1I_1_1,v1,370,504,72.0
G028X1I_1_1,v2,450,415,64.0
G028X1I_1_1,v3,474,416,61.0
G028X1I_1_1,v4,388,509,54.0
G028X1I_1_1,v5,388,561,34.0
G028X1I_1_1,v6,379,403,317.0
G028X1I_1_1,v7,408,459,284.0
G028X1I_1_1,v8,419,480,275.0
G028X1I_1_1,v9,384,534,250.0
G028X1I_1_1,v10,430,499,160.0
G028X1I_1_1,v11,400,355,154.0
G028X1I_1_1,v12,372,375,135.0
G028X1I_1_1,v13,462,521,114.0
G028X1I_1_1,v14,439,495,106.0
G028X1I_1_1,v15,466,480,90.0
G029X9I_1_1,v0,434,425,88.0
G029X9I_1_1,v1,410,424,82.0
G029X9I_1_1,v2,446,432,78.0
G029X9I_1_1,v3,451,411,64.0
G029X9I_1_1,v4,418,347,48.0
G029X9I_1_1,v5,415,297,36.0
G029X9I_1_1,v6,362,295,340.0
G029X9I_1_1,v7,358,322,338.0
G029X9I_1_1,v8,354,334,333.0
G029X9I_1_1,v9,350,400,300.0
G029X9I_1_1,v10,408,479,277.0
G029X9I_1_1,v11,417,463,267.0
G029X9I_1_1,v12,434,273,210.0
G029X9I_1_1,v13,391,254,193.0
G029X9I_1_1,v14,372,275,147.0
G029X9I_1_1,v15,365,402,117.0
G029X9I_1_1,v16,389,481,109.0
G029X9I_1_1,v17,410,467,105.0
G029X9I_1_1,v18,380,437,95.0
G030X1I_1_1,v0,303,412,56.0
G030X1I_1_1,v1,435,213,44.0
G030X1I_1_1,v2,304,353,279.0
G030X1I_1_1,v3,313,457,228.0
G030X1I_1_1,v4,248,445,229.0
G030X1I_1_1,v5,245,499,214.0
G030X1I_1_1,v6,287,502,214.0
G030X1I_1_1,v7,311,488,214.0
G030X1I_1_1,v8,433,428,211.0
G030X1I_1_1,v9,273,507,213.0
G030X1I_1_1,v10,249,494,213.0
G030X1I_1_1,v11,393,458,206.0
G030X1I_1_1,v12,402,181,192.0
G030X1I_1_1,v13,443,445,196.0
G030X1I_1_1,v14,453,473,186.0
G030X1I_1_1,v15,487,443,189.0
G030X1I_1_1,v16,271,524,185.0
G030X1I_1_1,v17,251,529,181.0
G030X1I_1_1,v18,301,530,175.0
G030X1I_1_1,v19,343,516,178.0
G030X1I_1_1,v20,287,542,172.0
G030X1I_1_1,v21,191,515,160.0
G030X1I_1_1,v22,246,352,99.0
G031X6I_1_1,v0,480,362,87.0
G031X6I_1_1,v1,439,331,77.0
G031X6I_1_1,v2,441,281,22.0
G031X6I_1_1,v3,381,578,359.0
G031X6I_1_1,v4,409,285,358.0
G031X6I_1_1,v5,430,579,357.0
G031X6I_1_1,v6,306,536,352.0
G031X6I_1_1,v7,380,305,344.0
G031X6I_1_1,v8,282,515,345.0
G031X6I_1_1,v9,394,277,338.0
G031X6I_1_1,v10,313,511,335.0
G031X6I_1_1,v11,381,540,335.0
G031X6I_1_1,v12,337,525,335.0
G031X6I_1_1,v13,409,542,328.0
G031X6I_1_1,v14,451,543,329.0
G031X6I_1_1,v15,289,480,330.0
G031X6I_1_1,v16,392,515,329.0
G031X6I_1_1,v17,427,542,330.0
G031X6I_1_1,v18,337,271,326.0
G031X6I_1_1,v19,353,504,321.0
G031X6I_1_1,v20,378,507,323.0
G031X6I_1_1,v21,451,518,323.0
G031X6I_1_1,v22,327,476,323.0
G031X6I_1_1,v23,437,507,318.0
G031X6I_1_1,v24,357,487,318.0
G031X6I_1_1,v25,427,481,312.0
G031X6I_1_1,v26,462,464,310.0
G031X6I_1_1,v27,297,381,304.0
G031X6I_1_1,v28,350,436,301.0
G031X6I_1_1,v29,489,474,301.0
G031X6I_1_1,v30,418,424,301.0
G031X6I_1_1,v31,340,425,299.0
G031X6I_1_1,v32,335,409,302.0
G031X6I_1_1,v33,352,461,138.0
G031X6I_1_1,v34,287,295,138.0
G031X6I_1_1,v35,316,305,138.0
G031X6I_1_1,v36,296,345,132.0
G031X6I_1_1,v37,476,447,131.0
G031X6I_1_1,v38,332,345,132.0
G031X6I_1_1,v39,329,368,127.0
G031X6I_1_1,v40,355,419,127.0
G031X6I_1_1,v41,481,455,127.0
G031X6I_1_1,v42,354,357,119.0
G031X6I_1_1,v43,402,386,121.0
G031X6I_1_1,v44,356,399,121.0
G031X6I_1_1,v45,441,400,121.0
G031X6I_1_1,v46,472,422,121.0
G031X6I_1_1,v47,511,454,116.0
G031X6I_1_1,v48,393,350,117.0
G031X6I_1_1,v49,425,364,115.0
G031X6I_1_1,v50,433,383,109.0
G031X6I_1_1,v51,406,346,112.0
G032X6I_1_1,v0,373,353,86.0
G032X6I_1_1,v1,431,415,83.0
G032X6I_1_1,v2,446,397,79.0
G032X6I_1_1,v3,384,345,84.0
G032X6I_1_1,v4,404,337,74.0
G032X6I_1_1,v5,453,371,70.0
G032X6I_1_1,v6,386,335,67.0
G032X6I_1_1,v7,477,348,60.0
G032X6I_1_1,v8,485,334,55.0
G032X6I_1_1,v9,426,324,56.0
G032X6I_1_1,v10,542,304,46.0
G032X6I_1_1,v11,401,290,46.0
G032X6I_1_1,v12,484,283,46.0
G032X6I_1_1,v13,476,240,35.0
G032X6I_1_1,v14,407,281,38.0
G032X6I_1_1,v15,401,268,23.0
G032X6I_1_1,v16,387,283,28.0
G032X6I_1_1,v17,419,175,18.0
G032X6I_1_1,v18,391,223,13.0
G032X6I_1_1,v19,392,246,16.0
G032X6I_1_1,v20,356,305,10.0
G032X6I_1_1,v21,343,328,355.0
G032X6I_1_1,v22,357,255,356.0
G032X6I_1_1,v23,348,214,346.0
G032X6I_1_1,v24,339,132,337.0
G032X6I_1_1,v25,339,304,324.0
G032X6I_1_1,v26,309,262,318.0
G032X6I_1_1,v27,316,330,302.0
G032X6I_1_1,v28,239,242,300.0
G032X6I_1_1,v29,292,328,296.0
G032X6I_1_1,v30,318,349,295.0
G032X6I_1_1,v31,284,314,292.0
G032X6I_1_1,v32,318,456,277.0
G032X6I_1_1,v33,348,439,270.0
G032X6I_1_1,v34,516,277,215.0
G032X6I_1_1,v35,417,277,202.0
G032X6I_1_1,v36,452,240,200.0
G032X6I_1_1,v37,376,315,188.0
G032X6I_1_1,v38,364,326,183.0
G032X6I_1_1,v39,226,293,119.0
G032X6I_1_1,v40,295,338,99.0
G032X6I_1_1,v41,329,432,98.0
G032X6I_1_1,v42,230,348,100.0
G032X6I_1_1,v43,308,336,94.0
G032X6I_1_1,v44,357,348,90.0
G032X6I_1_1,v45,356,371,92.0
G033X7I_1_1,v0,275,500,7.0
G033X7I_1_1,v1,401,339,6.0
G033X7I_1_1,v2,337,525,4.0
G033X7I_1_1,v3,277,469,359.0
G033X7I_1_1,v4,269,458,351.0
G033X7I_1_1,v5,307,487,353.0
G033X7I_1_1,v6,377,492,354.0
G033X7I_1_1,v7,245,455,353.0
G033X7I_1_1,v8,347,471,342.0
G033X7I_1_1,v9,326,457,341.0
G033X7I_1_1,v10,350,444,336.0
G033X7I_1_1,v11,318,441,330.0
G033X7I_1_1,v12,382,315,330.0
G033X7I_1_1,v13,320,418,324.0
G033X7I_1_1,v14,295,417,325.0
G033X7I_1_1,v15,374,371,324.0
G033X7I_1_1,v16,374,395,321.0
G033X7I_1_1,v17,272,268,319.0
G033X7I_1_1,v18,288,385,320.0
G033X7I_1_1,v19,352,345,316.0
G033X7I_1_1,v20,348,303,314.0
G033X7I_1_1,v21,266,331,312.0
G033X7I_1_1,v22,304,342,310.0
G033X7I_1_1,v23,312,307,308.0
G033X7I_1_1,v24,367,449,163.0
G033X7I_1_1,v25,331,425,150.0
G033X7I_1_1,v26,323,392,141.0
G033X7I_1_1,v27,323,353,135.0
G033X7I_1_1,v28,328,295,133.0
G033X7I_1_1,v29,283,275,132.0
G034X6I_1_1,v0,455,435,84.0
G034X6I_1_1,v1,385,380,84.0
G034X6I_1_1,v2,472,442,70.0
G034X6I_1_1,v3,412,384,68.0
G034X6I_1_1,v4,435,409,72.0
G034X6I_1_1,v5,485,420,65.0
G034X6I_1_1,v6,454,395,62.0
G034X6I_1_1,v7,345,338,67.0
G034X6I_1_1,v8,440,333,66.0
G034X6I_1_1,v9,506,432,55.0
G034X6I_1_1,v10,448,298,55.0
G034X6I_1_1,v11,359,305,45.0
G034X6I_1_1,v12,378,276,35.0
G034X6I_1_1,v13,363,578,344.0
G034X6I_1_1,v14,294,562,340.0
G034X6I_1_1,v15,420,578,342.0
G034X6I_1_1,v16,309,226,338.0
G034X6I_1_1,v17,296,305,337.0
G034X6I_1_1,v18,340,564,333.0
G034X6I_1_1,v19,322,565,331.0
G034X6I_1_1,v20,402,564,329.0
G034X6I_1_1,v21,449,569,327.0
G034X6I_1_1,v22,479,538,321.0
G034X6I_1_1,v23,428,554,316.0
G034X6I_1_1,v24,297,540,317.0
G034X6I_1_1,v25,368,557,320.0
G034X6I_1_1,v26,261,527,314.0
G034X6I_1_1,v27,276,284,310.0
G034X6I_1_1,v28,444,536,315.0
G034X6I_1_1,v29,482,510,311.0
G034X6I_1_1,v30,358,541,308.0
G034X6I_1_1,v31,460,513,307.0
G034X6I_1_1,v32,410,518,301.0
G034X6I_1_1,v33,229,279,298.0
G034X6I_1_1,v34,268,490,295.0
G034X6I_1_1,v35,381,510,291.0
G034X6I_1_1,v36,286,454,288.0
G034X6I_1_1,v37,452,494,288.0
G034X6I_1_1,v38,301,509,292.0
G034X6I_1_1,v39,484,490,279.0
G034X6I_1_1,v40,434,544,143.0
G034X6I_1_1,v41,474,493,124.0
G034X6I_1_1,v42,495,476,114.0
G034X6I_1_1,v43,245,432,117.0
G034X6I_1_1,v44,280,464,113.0
G034X6I_1_1,v45,412,476,115.0
G034X6I_1_1,v46,269,427,107.0
G034X6I_1_1,v47,301,453,109.0
G034X6I_1_1,v48,310,367,108.0
G034X6I_1_1,v49,325,436,111.0
G034X6I_1_1,v50,360,371,97.0
G034X6I_1_1,v51,336,356,94.0
G035X6I_1_1,v0,515,294,86.0
G035X6I_1_1,v1,466,274,82.0
G035X6I_1_1,v2,468,240,54.0
G035X6I_1_1,v3,484,228,51.0
G035X6I_1_1,v4,452,212,2.0
G035X6I_1_1,v5,418,261,318.0
G035X6I_1_1,v6,324,206,319.0
G035X6I_1_1,v7,397,219,312.0
G035X6I_1_1,v8,312,356,305.0
G035X6I_1_1,v9,484,404,294.0
G035X6I_1_1,v10,429,396,296.0
G035X6I_1_1,v11,432,370,285.0
G035X6I_1_1,v12,411,372,280.0
G035X6I_1_1,v13,327,153,138.0
G035X6I_1_1,v14,334,281,124.0
G035X6I_1_1,v15,477,378,121.0
G035X6I_1_1,v16,371,383,114.0
G035X6I_1_1,v17,513,371,114.0
G035X6I_1_1,v18,438,289,108.0
G035X6I_1_1,v19,455,284,100.0
G035X6I_1_1,v20,487,287,90.0
G035X6I_1_1,v21,506,335,94.0
G036X6I_1_1,v0,616,502,84.0
G036X6I_1_1,v1,442,395,75.0
G036X6I_1_1,v2,307,382,78.0
G036X6I_1_1,v3,629,505,74.0
G036X6I_1_1,v4,540,420,78.0
G036X6I_1_1,v5,600,464,72.0
G036X6I_1_1,v6,343,368,69.0
G036X6I_1_1,v7,400,429,73.0
G036X6I_1_1,v8,609,382,69.0
G036X6I_1_1,v9,584,365,69.0
G036X6I_1_1,v10,362,297,58.0
G036X6I_1_1,v11,367,255,45.0
G036X6I_1_1,v12,263,323,357.0
G036X6I_1_1,v13,268,488,283.0
G036X6I_1_1,v14,365,490,276.0
G036X6I_1_1,v15,315,474,265.0
G036X6I_1_1,v16,336,457,259.0
G036X6I_1_1,v17,424,490,264.0
G036X6I_1_1,v18,296,393,224.0
G036X6I_1_1,v19,268,307,157.0
G037X6I_1_1,v0,430,401,81.0
G037X6I_1_1,v1,524,417,81.0
G037X6I_1_1,v2,527,402,65.0
G037X6I_1_1,v3,484,358,63.0
G037X6I_1_1,v4,501,359,64.0
G037X6I_1_1,v5,525,267,48.0
G037X6I_1_1,v6,483,272,43.0
G037X6I_1_1,v7,418,368,19.0
G037X6I_1_1,v8,426,278,22.0
G037X6I_1_1,v9,476,83,22.0
G037X6I_1_1,v10,457,99,12.0
G037X6I_1_1,v11,412,382,9.0
G037X6I_1_1,v12,381,287,356.0
G037X6I_1_1,v13,381,58,351.0
G037X6I_1_1,v14,353,203,345.0
G037X6I_1_1,v15,455,507,344.0
G037X6I_1_1,v16,323,225,343.0
G037X6I_1_1,v17,341,166,343.0
G037X6I_1_1,v18,412,516,336.0
G037X6I_1_1,v19,327,90,333.0
G037X6I_1_1,v20,398,489,332.0
G037X6I_1_1,v21,340,62,328.0
G037X6I_1_1,v22,335,486,327.0
G037X6I_1_1,v23,349,493,329.0
G037X6I_1_1,v24,359,313,322.0
G037X6I_1_1,v25,317,481,321.0
G037X6I_1_1,v26,463,486,320.0
G037X6I_1_1,v27,349,430,315.0
G037X6I_1_1,v28,311,305,310.0
G037X6I_1_1,v29,300,427,315.0
G037X6I_1_1,v30,244,256,311.0
G037X6I_1_1,v31,514,460,311.0
G037X6I_1_1,v32,370,366,310.0
G037X6I_1_1,v33,489,477,311.0
G037X6I_1_1,v34,287,304,297.0
G037X6I_1_1,v35,487,452,292.0
G037X6I_1_1,v36,252,319,290.0
G037X6I_1_1,v37,448,440,285.0
G037X6I_1_1,v38,544,400,240.0
G037X6I_1_1,v39,536,323,229.0
G037X6I_1_1,v40,534,266,220.0
G037X6I_1_1,v41,508,279,220.0
G037X6I_1_1,v42,443,400,225.0
G037X6I_1_1,v43,435,383,203.0
G037X6I_1_1,v44,518,133,205.0
G037X6I_1_1,v45,504,155,203.0
G037X6I_1_1,v46,439,299,197.0
G037X6I_1_1,v47,487,67,192.0
G037X6I_1_1,v48,433,355,187.0
G037X6I_1_1,v49,329,188,153.0
G037X6I_1_1,v50,361,249,151.0
G037X6I_1_1,v51,357,404,136.0
G037X6I_1_1,v52,353,438,137.0
G037X6I_1_1,v53,293,350,123.0
G037X6I_1_1,v54,247,278,114.0
G037X6I_1_1,v55,509,404,90.0
G038X6I_1_1,v0,481,344,79.0
G038X6I_1_1,v1,446,342,76.0
G038X6I_1_1,v2,457,301,50.0
G038X6I_1_1,v3,459,221,9.0
G038X6I_1_1,v4,439,140,2.0
G038X6I_1_1,v5,438,238,358.0
G038X6I_1_1,v6,354,563,0.0
G038X6I_1_1,v7,268,582,359.0
G038X6I_1_1,v8,275,510,351.0
G038X6I_1_1,v9,252,536,353.0
G038X6I_1_1,v10,358,539,351.0
G038X6I_1_1,v11,428,284,351.0
G038X6I_1_1,v12,350,524,350.0
G038X6I_1_1,v13,320,489,337.0
G038X6I_1_1,v14,412,224,334.0
G038X6I_1_1,v15,371,514,336.0
G038X6I_1_1,v16,274,494,330.0
G038X6I_1_1,v17,397,495,319.0
G038X6I_1_1,v18,347,193,313.0
G038X6I_1_1,v19,254,162,310.0
G038X6I_1_1,v20,391,316,309.0
G038X6I_1_1,v21,283,430,301.0
G038X6I_1_1,v22,287,209,303.0
G038X6I_1_1,v23,386,304,297.0
G038X6I_1_1,v24,341,379,289.0
G038X6I_1_1,v25,404,402,288.0
G038X6I_1_1,v26,367,320,289.0
G038X6I_1_1,v27,305,400,291.0
G038X6I_1_1,v28,284,318,286.0
G038X6I_1_1,v29,356,570,176.0
G038X6I_1_1,v30,252,599,177.0
G038X6I_1_1,v31,330,147,129.0
G038X6I_1_1,v32,296,138,129.0
G038X6I_1_1,v33,410,257,119.0
G038X6I_1_1,v34,386,265,114.0
G038X6I_1_1,v35,275,346,114.0
G038X6I_1_1,v36,288,302,107.0
G038X6I_1_1,v37,271,317,111.0
G038X6I_1_1,v38,418,369,106.0
G038X6I_1_1,v39,433,350,103.0
G038X6I_1_1,v40,443,364,99.0
G039X4I_1_1,v0,463,472,86.0
G039X4I_1_1,v1,436,460,89.0
G039X4I_1_1,v2,478,508,88.0
G039X4I_1_1,v3,386,455,85.0
G039X4I_1_1,v4,500,478,78.0
G039X4I_1_1,v5,488,448,75.0
G039X4I_1_1,v6,426,428,73.0
G039X4I_1_1,v7,449,411,66.0
G039X4I_1_1,v8,338,493,55.0
G039X4I_1_1,v9,330,533,49.0
G039X4I_1_1,v10,381,526,182.0
G039X4I_1_1,v11,393,535,147.0
G039X4I_1_1,v12,402,470,110.0
G039X4I_1_1,v13,419,512,111.0
G039X4I_1_1,v14,428,466,99.0
G039X4I_1_1,v15,435,494,93.0
G039X4I_1_1,v16,353,450,90.0
G040X6I_1_1,v0,454,162,346.0
G040X6I_1_1,v1,417,190,333.0
G040X6I_1_1,v2,444,369,335.0
G040X6I_1_1,v3,389,95,331.0
G040X6I_1_1,v4,414,166,329.0
G040X6I_1_1,v5,400,316,321.0
G040X6I_1_1,v6,470,558,324.0
G040X6I_1_1,v7,438,394,324.0
G040X6I_1_1,v8,308,275,317.0
G040X6I_1_1,v9,390,250,320.0
G040X6I_1_1,v10,443,542,316.0
G040X6I_1_1,v11,413,546,316.0
G040X6I_1_1,v12,330,159,312.0
G040X6I_1_1,v13,270,261,315.0
G040X6I_1_1,v14,375,425,312.0
G040X6I_1_1,v15,292,147,311.0
G040X6I_1_1,v16,366,418,306.0
G040X6I_1_1,v17,270,114,307.0
G040X6I_1_1,v18,365,272,309.0
G040X6I_1_1,v19,340,410,305.0
G040X6I_1_1,v20,236,216,307.0
G040X6I_1_1,v21,350,236,309.0
G040X6I_1_1,v22,375,381,306.0
G040X6I_1_1,v23,295,440,308.0
G040X6I_1_1,v24,358,371,302.0
G040X6I_1_1,v25,427,555,147.0
G040X6I_1_1,v26,446,323,150.0
G040X6I_1_1,v27,255,346,143.0
G040X6I_1_1,v28,364,250,135.0
G040X6I_1_1,v29,445,503,135.0
G040X6I_1_1,v30,420,264,140.0
G040X6I_1_1,v31,368,514,133.0
G040X6I_1_1,v32,261,244,132.0
G040X6I_1_1,v33,377,366,131.0
G040X6I_1_1,v34,240,320,133.0
G040X6I_1_1,v35,346,283,131.0
G040X6I_1_1,v36,281,141,129.0
G041X6I_1_1,v0,251,470,85.0
G041X6I_1_1,v1,447,463,85.0
G041X6I_1_1,v2,455,432,76.0
G041X6I_1_1,v3,472,424,67.0
G041X6I_1_1,v4,483,402,63.0
G041X6I_1_1,v5,496,401,56.0
G041X6I_1_1,v6,455,343,38.0
G041X6I_1_1,v7,389,388,35.0
G041X6I_1_1,v8,392,364,12.0
G041X6I_1_1,v9,382,290,355.0
G041X6I_1_1,v10,560,650,354.0
G041X6I_1_1,v11,349,374,341.0
G041X6I_1_1,v12,549,619,333.0
G041X6I_1_1,v13,349,592,328.0
G041X6I_1_1,v14,505,627,328.0
G041X6I_1_1,v15,482,620,331.0
G041X6I_1_1,v16,317,266,325.0
G041X6I_1_1,v17,405,606,326.0
G041X6I_1_1,v18,335,371,325.0
G041X6I_1_1,v19,371,586,323.0
G041X6I_1_1,v20,465,623,326.0
G041X6I_1_1,v21,312,218,321.0
G041X6I_1_1,v22,533,605,318.0
G041X6I_1_1,v23,446,608,312.0
G041X6I_1_1,v24,358,563,311.0
G041X6I_1_1,v25,510,591,306.0
G041X6I_1_1,v26,389,564,305.0
G041X6I_1_1,v27,469,585,305.0
G041X6I_1_1,v28,283,342,304.0
G041X6I_1_1,v29,302,378,301.0
G041X6I_1_1,v30,215,328,302.0
G041X6I_1_1,v31,439,575,294.0
G041X6I_1_1,v32,276,390,295.0
G041X6I_1_1,v33,422,556,293.0
G041X6I_1_1,v34,490,564,290.0
G041X6I_1_1,v35,542,569,290.0
G041X6I_1_1,v36,460,549,285.0
G041X6I_1_1,v37,385,524,283.0
G041X6I_1_1,v38,331,460,280.0
G041X6I_1_1,v39,355,503,280.0
G041X6I_1_1,v40,260,468,277.0
G041X6I_1_1,v41,345,466,278.0
G041X6I_1_1,v42,343,528,272.0
G041X6I_1_1,v43,371,504,275.0
G041X6I_1_1,v44,253,500,265.0
G041X6I_1_1,v45,455,484,264.0
G041X6I_1_1,v46,308,522,256.0
G041X6I_1_1,v47,483,452,249.0
G041X6I_1_1,v48,331,532,248.0
G041X6I_1_1,v49,318,531,253.0
G041X6I_1_1,v50,305,609,203.0
G041X6I_1_1,v51,341,553,203.0
G041X6I_1_1,v52,318,614,180.0
G041X6I_1_1,v53,355,582,169.0
G041X6I_1_1,v54,373,547,135.0
G041X6I_1_1,v55,465,580,128.0
G041X6I_1_1,v56,256,262,121.0
G041X6I_1_1,v57,395,524,119.0
G041X6I_1_1,v58,291,373,122.0
G041X6I_1_1,v59,410,528,115.0
G041X6I_1_1,v60,259,326,115.0
G041X6I_1_1,v61,422,531,111.0
G041X6I_1_1,v62,396,449,102.0
G041X6I_1_1,v63,228,442,99.0
G041X6I_1_1,v64,267,434,99.0
G041X6I_1_1,v65,438,497,98.0
G041X6I_1_1,v66,447,528,100.0
G041X6I_1_1,v67,433,478,99.0
G041X6I_1_1,v68,465,495,94.0
G041X6I_1_1,v69,375,424,90.0
G042X2I_1_1,v0,438,583,79.0
G042X2I_1_1,v1,453,567,66.0
G042X2I_1_1,v2,425,540,60.0
G042X2I_1_1,v3,421,509,41.0
G042X2I_1_1,v4,413,488,22.0
G042X2I_1_1,v5,393,533,14.0
G042X2I_1_1,v6,375,505,350.0
G042X2I_1_1,v7,376,521,344.0
G042X2I_1_1,v8,339,465,333.0
G042X2I_1_1,v9,299,675,329.0
G042X2I_1_1,v10,247,713,330.0
G042X2I_1_1,v11,247,691,323.0
G042X2I_1_1,v12,293,631,316.0
G042X2I_1_1,v13,278,566,301.0
G042X2I_1_1,v14,399,623,289.0
G042X2I_1_1,v15,439,529,223.0
G042X2I_1_1,v16,408,541,182.0
G042X2I_1_1,v17,403,465,166.0
G042X2I_1_1,v18,403,529,155.0
G042X2I_1_1,v19,389,503,156.0
G042X2I_1_1,v20,367,454,149.0
G042X2I_1_1,v21,341,613,129.0
G042X2I_1_1,v22,304,498,127.0
G042X2I_1_1,v23,319,512,118.0
G042X2I_1_1,v24,388,573,104.0
G042X2I_1_1,v25,409,575,94.0
G042X2I_1_1,v26,402,560,90.0
G043X8I_1_1,v0,473,404,86.0
G043X8I_1_1,v1,457,370,81.0
G043X8I_1_1,v2,310,314,75.0
G043X8I_1_1,v3,497,414,70.0
G043X8I_1_1,v4,321,311,61.0
G043X8I_1_1,v5,435,275,61.0
G043X8I_1_1,v6,415,275,61.0
G043X8I_1_1,v7,510,440,53.0
G043X8I_1_1,v8,459,296,52.0
G043X8I_1_1,v9,535,387,47.0
G043X8I_1_1,v10,314,300,25.0
G043X8I_1_1,v11,307,230,3.0
G043X8I_1_1,v12,303,267,358.0
G043X8I_1_1,v13,291,291,344.0
G043X8I_1_1,v14,297,368,314.0
G043X8I_1_1,v15,327,356,289.0
G043X8I_1_1,v16,498,472,278.0
G043X8I_1_1,v17,432,404,272.0
G043X8I_1_1,v18,373,320,243.0
G043X8I_1_1,v19,514,332,235.0
G043X8I_1_1,v20,545,490,197.0
G043X8I_1_1,v21,332,308,198.0
G043X8I_1_1,v22,516,471,165.0
G043X8I_1_1,v23,311,336,130.0
G043X8I_1_1,v24,397,355,95.0
G043X8I_1_1,v25,369,338,95.0
G043X8I_1_1,v26,500,442,94.0
G044X7I_1_1,v0,277,580,85.0
G044X7I_1_1,v1,265,576,88.0
G044X7I_1_1,v2,295,582,78.0
G044X7I_1_1,v3,164,590,74.0
G044X7I_1_1,v4,293,636,75.0
G044X7I_1_1,v5,175,599,63.0
G044X7I_1_1,v6,187,573,65.0
G044X7I_1_1,v7,329,597,57.0
G044X7I_1_1,v8,315,540,56.0
G044X7I_1_1,v9,386,535,36.0
G044X7I_1_1,v10,285,726,358.0
G044X7I_1_1,v11,225,663,352.0
G044X7I_1_1,v12,246,675,342.0
G044X7I_1_1,v13,230,645,337.0
G044X7I_1_1,v14,278,679,333.0
G044X7I_1_1,v15,226,617,321.0
G044X7I_1_1,v16,219,587,262.0
G044X7I_1_1,v17,187,639,241.0
G044X7I_1_1,v18,387,657,226.0
