fingerprint,X,Y,Angle,Type
G019X1I_1_1,263,562,207.0,Bifurcation
G019X1I_1_1,242,601,201.0,End
G019X1I_1_1,512,271,194.0,End
G019X1I_1_1,304,587,196.0,End
G019X1I_1_1,353,602,189.0,Bifurcation
G019X1I_1_1,476,289,190.0,Bifurcation
G019X1I_1_1,402,259,172.0,End
G019X1I_1_1,414,290,164.0,End
G019X1I_1_1,384,275,164.0,End
G019X1I_1_1,447,391,159.0,End
G019X1I_1_1,431,362,157.0,End
G019X1I_1_1,397,353,144.0,End
G019X1I_1_1,358,340,145.0,End
G019X1I_1_1,354,357,129.0,End
G019X1I_1_1,286,387,119.0,End
G019X1I_1_1,340,389,120.0,End
G019X1I_1_1,296,461,109.0,End
G019X1I_1_1,344,395,111.0,End
G020X6I_1_1,517,363,62.0,End
G020X6I_1_1,505,289,30.0,End
G020X6I_1_1,414,343,331.0,Bifurcation
G020X6I_1_1,377,331,312.0,End
G020X6I_1_1,261,337,307.0,End
G020X6I_1_1,257,402,107.0,Bifurcation
G021X7I_1_1,374,282,76.0,End
G021X7I_1_1,412,256,63.0,End
G021X7I_1_1,312,482,6.0,End
G021X7I_1_1,359,484,4.0,End
G021X7I_1_1,311,447,1.0,End
G021X7I_1_1,299,426,350.0,Bifurcation
G021X7I_1_1,331,361,337.0,Bifurcation
G021X7I_1_1,349,330,327.0,Bifurcation
G021X7I_1_1,291,340,330.0,Bifurcation
G021X7I_1_1,341,274,267.0,Bifurcation
G021X7I_1_1,446,317,243.0,Bifurcation
G021X7I_1_1,416,320,241.0,Bifurcation
G021X7I_1_1,401,318,238.0,End
G021X7I_1_1,487,334,234.0,End
G021X7I_1_1,448,355,218.0,Bifurcation
G021X7I_1_1,391,342,193.0,End
G021X7I_1_1,457,391,196.0,End
G021X7I_1_1,403,357,180.0,Bifurcation
G021X7I_1_1,423,410,180.0,Bifurcation
G021X7I_1_1,277,458,174.0,End
G021X7I_1_1,365,287,102.0,Bifurcation
G023X6I_1_1,389,538,84.0,End
G023X6I_1_1,454,548,75.0,Bifurcation
G023X6I_1_1,421,511,68.0,End
G023X6I_1_1,359,515,73.0,End
G023X6I_1_1,467,529,58.0,Bifurcation
G023X6I_1_1,473,499,58.0,End
G023X6I_1_1,371,489,61.0,End
G023X6I_1_1,345,486,49.0,End
G023X6I_1_1,430,420,46.0,End
G023X6I_1_1,403,444,47.0,End
G023X6I_1_1,368,331,16.0,Bifurcation
G023X6I_1_1,406,725,355.0,End
G023X6I_1_1,280,724,356.0,End
G023X6I_1_1,324,710,354.0,End
G023X6I_1_1,375,721,348.0,End
G023X6I_1_1,312,488,347.0,Bifurcation
G023X6I_1_1,345,696,340.0,Bifurcation
G023X6I_1_1,308,427,343.0,End
G023X6I_1_1,412,706,340.0,End
G023X6I_1_1,468,700,341.0,End
G023X6I_1_1,375,684,332.0,End
G023X6I_1_1,306,524,331.0,End
G023X6I_1_1,473,636,326.0,Bifurcation
G023X6I_1_1,354,676,321.0,Bifurcation
G023X6I_1_1,303,666,321.0,End
G023X6I_1_1,288,463,326.0,Bifurcation
G023X6I_1_1,448,675,325.0,End
G023X6I_1_1,433,671,316.0,End
G023X6I_1_1,277,496,317.0,Bifurcation
G023X6I_1_1,299,550,320.0,End
G023X6I_1_1,409,646,310.0,End
G023X6I_1_1,448,636,304.0,Bifurcation
G023X6I_1_1,389,639,302.0,End
G023X6I_1_1,212,474,296.0,Bifurcation
G023X6I_1_1,477,621,295.0,End
G023X6I_1_1,191,582,298.0,End
G023X6I_1_1,223,506,291.0,End
G023X6I_1_1,392,575,276.0,Bifurcation
G023X6I_1_1,377,568,274.0,End
G023X6I_1_1,363,544,245.0,End
G023X6I_1_1,353,545,239.0,Bifurcation
G023X6I_1_1,370,510,233.0,End
G023X6I_1_1,606,607,209.0,Bifurcation
G023X6I_1_1,455,372,206.0,End
G023X6I_1_1,558,634,192.0,End
G023X6I_1_1,515,628,187.0,End
G023X6I_1_1,558,656,171.0,Bifurcation
G023X6I_1_1,536,652,174.0,End
G023X6I_1_1,582,710,166.0,End
G023X6I_1_1,330,536,159.0,Bifurcation
G023X6I_1_1,498,616,143.0,End
G023X6I_1_1,216,580,132.0,Bifurcation
G023X6I_1_1,226,446,113.0,Bifurcation
G023X6I_1_1,100,512,114.0,End
G023X6I_1_1,476,592,108.0,Bifurcation
G026X9I_1_1,455,388,86.0,End
G026X9I_1_1,432,302,53.0,Bifurcation
G026X9I_1_1,422,233,23.0,Bifurcation
G026X9I_1_1,397,223,7.0,Bifurcation
G026X9I_1_1,376,213,353.0,Bifurcation
G026X9I_1_1,389,260,349.0,Bifurcation
G026X9I_1_1,340,504,344.0,Bifurcation
G026X9I_1_1,373,497,339.0,Bifurcation
G026X9I_1_1,362,185,332.0,Bifurcation
G026X9I_1_1,363,485,316.0,End
G026X9I_1_1,353,480,311.0,End
G026X9I_1_1,320,201,308.0,End
G026X9I_1_1,305,262,304.0,Bifurcation
G026X9I_1_1,376,325,302.0,End
G026X9I_1_1,312,282,301.0,Bifurcation
G026X9I_1_1,252,310,300.0,End
G026X9I_1_1,403,488,296.0,Bifurcation
G026X9I_1_1,307,450,293.0,Bifurcation
G026X9I_1_1,297,386,290.0,End
G026X9I_1_1,394,484,288.0,Bifurcation
G026X9I_1_1,340,477,283.0,Bifurcation
G026X9I_1_1,383,477,283.0,End
G026X9I_1_1,352,466,277.0,End
G026X9I_1_1,373,467,274.0,Bifurcation
G026X9I_1_1,389,424,266.0,Bifurcation
G026X9I_1_1,362,465,270.0,Bifurcation
G026X9I_1_1,372,429,266.0,Bifurcation
G026X9I_1_1,430,205,192.0,End
G026X9I_1_1,430,267,189.0,Bifurcation
G026X9I_1_1,414,231,189.0,Bifurcation
G026X9I_1_1,392,213,158.0,End
G026X9I_1_1,383,172,158.0,End
G026X9I_1_1,334,246,127.0,End
G026X9I_1_1,270,270,117.0,Bifurcation
G026X9I_1_1,311,391,114.0,Bifurcation
G026X9I_1_1,334,451,115.0,End
G026X9I_1_1,275,347,115.0,End
G026X9I_1_1,371,310,108.0,End
G026X9I_1_1,310,352,106.0,Bifurcation
G026X9I_1_1,416,419,102.0,Bifurcation
G026X9I_1_1,329,409,104.0,Bifurcation
G026X9I_1_1,438,417,96.0,Bifurcation
G026X9I_1_1,344,350,101.0,Bifurcation
G026X9I_1_1,378,355,92.0,Bifurcation
G026X9I_1_1,353,428,92.0,End
G027X6I_1_1,313,432,63.0,End
G027X6I_1_1,299,452,56.0,End
G027X6I_1_1,290,468,51.0,End
G027X6I_1_1,279,482,36.0,End
G027X6I_1_1,263,496,10.0,End
G027X6I_1_1,298,555,3.0,Bifurcation
G027X6I_1_1,302,619,5.0,End
G027X6I_1_1,353,423,5.0,Bifurcation
G027X6I_1_1,435,649,356.0,End
G027X6I_1_1,421,248,353.0,End
G027X6I_1_1,515,175,351.0,End
G027X6I_1_1,452,374,348.0,Bifurcation
G027X6I_1_1,394,228,344.0,End
G027X6I_1_1,419,341,345.0,Bifurcation
G027X6I_1_1,504,144,347.0,Bifurcation
G027X6I_1_1,234,538,342.0,End
G027X6I_1_1,246,511,340.0,End
G027X6I_1_1,496,100,332.0,End
G027X6I_1_1,317,152,330.0,Bifurcation
G027X6I_1_1,401,455,329.0,Bifurcation
G027X6I_1_1,392,416,326.0,Bifurcation
G027X6I_1_1,366,400,317.0,End
G027X6I_1_1,251,429,302.0,Bifurcation
G027X6I_1_1,353,444,237.0,Bifurcation
G027X6I_1_1,336,478,222.0,End
G027X6I_1_1,313,628,187.0,End
G027X6I_1_1,397,675,182.0,End
G027X6I_1_1,535,544,179.0,End
G027X6I_1_1,379,489,177.0,Bifurcation
G027X6I_1_1,389,437,171.0,End
G027X6I_1_1,485,120,166.0,End
G027X6I_1_1,534,574,165.0,End
G027X6I_1_1,252,404,125.0,End
G027X6I_1_1,311,381,123.0,End
G027X6I_1_1,270,418,122.0,Bifurcation
G027X6I_1_1,323,402,107.0,Bifurcation
G027X6I_1_1,292,426,106.0,End
G027X6I_1_1,337,396,98.0,End
G028X1I_1_1,358,507,75.0,End
G028X1I_1_1,370,504,72.0,End
G028X1I_1_1,450,415,64.0,Bifurcation
G028X1I_1_1,474,416,61.0,Bifurcation
G028X1I_1_1,388,509,54.0,Bifurcation
G028X1I_1_1,388,561,34.0,End
G028X1I_1_1,379,403,317.0,Bifurcation
G028X1I_1_1,408,459,284.0,End
G028X1I_1_1,419,480,275.0,End
G028X1I_1_1,384,534,250.0,Bifurcation
G028X1I_1_1,430,499,160.0,End
G028X1I_1_1,400,355,154.0,Bifurcation
G028X1I_1_1,372,375,135.0,Bifurcation
G028X1I_1_1,462,521,114.0,Bifurcation
G028X1I_1_1,439,495,106.0,Bifurcation
G028X1I_1_1,466,480,90.0,Bifurcation
G029X9I_1_1,434,425,88.0,End
G029X9I_1_1,410,424,82.0,Bifurcation
G029X9I_1_1,446,432,78.0,End
G029X9I_1_1,451,411,64.0,End
G029X9I_1_1,418,347,48.0,Bifurcation
G029X9I_1_1,415,297,36.0,End
G029X9I_1_1,362,295,340.0,Bifurcation
G029X9I_1_1,358,322,338.0,Bifurcation
G029X9I_1_1,354,334,333.0,Bifurcation
G029X9I_1_1,350,400,300.0,Bifurcation
G029X9I_1_1,408,479,277.0,End
G029X9I_1_1,417,463,267.0,End
G029X9I_1_1,434,273,210.0,End
G029X9I_1_1,391,254,193.0,End
G029X9I_1_1,372,275,147.0,Bifurcation
G029X9I_1_1,365,402,117.0,Bifurcation
G029X9I_1_1,389,481,109.0,End
G029X9I_1_1,410,467,105.0,End
G029X9I_1_1,380,437,95.0,End
G030X1I_1_1,303,412,56.0,Bifurcation
G030X1I_1_1,435,213,44.0,End
G030X1I_1_1,304,353,279.0,Bifurcation
G030X1I_1_1,313,457,228.0,End
G030X1I_1_1,248,445,229.0,End
G030X1I_1_1,245,499,214.0,End
G030X1I_1_1,287,502,214.0,End
G030X1I_1_1,311,488,214.0,Bifurcation
G030X1I_1_1,433,428,211.0,Bifurcation
G030X1I_1_1,273,507,213.0,Bifurcation
G030X1I_1_1,249,494,213.0,Bifurcation
G030X1I_1_1,393,458,206.0,Bifurcation
G030X1I_1_1,402,181,192.0,Bifurcation
G030X1I_1_1,443,445,196.0,Bifurcation
G030X1I_1_1,453,473,186.0,End
G030X1I_1_1,487,443,189.0,End
G030X1I_1_1,271,524,185.0,End
G030X1I_1_1,251,529,181.0,End
G030X1I_1_1,301,530,175.0,End
G030X1I_1_1,343,516,178.0,End
G030X1I_1_1,287,542,172.0,Bifurcation
G030X1I_1_1,191,515,160.0,End
G030X1I_1_1,246,352,99.0,Bifurcation
G031X6I_1_1,480,362,87.0,Bifurcation
G031X6I_1_1,439,331,77.0,Bifurcation
G031X6I_1_1,441,281,22.0,End
G031X6I_1_1,381,578,359.0,Bifurcation
G031X6I_1_1,409,285,358.0,End
G031X6I_1_1,430,579,357.0,End
G031X6I_1_1,306,536,352.0,End
G031X6I_1_1,380,305,344.0,End
G031X6I_1_1,282,515,345.0,End
G031X6I_1_1,394,277,338.0,Bifurcation
G031X6I_1_1,313,511,335.0,End
G031X6I_1_1,381,540,335.0,End
G031X6I_1_1,337,525,335.0,End
G031X6I_1_1,409,542,328.0,End
G031X6I_1_1,451,543,329.0,End
G031X6I_1_1,289,480,330.0,End
G031X6I_1_1,392,515,329.0,End
G031X6I_1_1,427,542,330.0,End
G031X6I_1_1,337,271,326.0,End
G031X6I_1_1,353,504,321.0,End
G031X6I_1_1,378,507,323.0,End
G031X6I_1_1,451,518,323.0,Bifurcation
G031X6I_1_1,327,476,323.0,End
G031X6I_1_1,437,507,318.0,Bifurcation
G031X6I_1_1,357,487,318.0,End
G031X6I_1_1,427,481,312.0,Bifurcation
G031X6I_1_1,462,464,310.0,End
G031X6I_1_1,297,381,304.0,Bifurcation
G031X6I_1_1,350,436,301.0,End
G031X6I_1_1,489,474,301.0,Bifurcation
G031X6I_1_1,418,424,301.0,End
G031X6I_1_1,340,425,299.0,Bifurcation
G031X6I_1_1,335,409,302.0,End
G031X6I_1_1,352,461,138.0,End
G031X6I_1_1,287,295,138.0,End
G031X6I_1_1,316,305,138.0,Bifurcation
G031X6I_1_1,296,345,132.0,Bifurcation
G031X6I_1_1,476,447,131.0,End
G031X6I_1_1,332,345,132.0,End
G031X6I_1_1,329,368,127.0,Bifurcation
G031X6I_1_1,355,419,127.0,End
G031X6I_1_1,481,455,127.0,End
G031X6I_1_1,354,357,119.0,End
G031X6I_1_1,402,386,121.0,Bifurcation
G031X6I_1_1,356,399,121.0,Bifurcation
G031X6I_1_1,441,400,121.0,End
G031X6I_1_1,472,422,121.0,End
G031X6I_1_1,511,454,116.0,End
G031X6I_1_1,393,350,117.0,Bifurcation
G031X6I_1_1,425,364,115.0,Bifurcation
G031X6I_1_1,433,383,109.0,Bifurcation
G031X6I_1_1,406,346,112.0,End
G032X6I_1_1,373,353,86.0,End
G032X6I_1_1,431,415,83.0,End
G032X6I_1_1,446,397,79.0,Bifurcation
G032X6I_1_1,384,345,84.0,End
G032X6I_1_1,404,337,74.0,Bifurcation
G032X6I_1_1,453,371,70.0,End
G032X6I_1_1,386,335,67.0,End
G032X6I_1_1,477,348,60.0,Bifurcation
G032X6I_1_1,485,334,55.0,Bifurcation
G032X6I_1_1,426,324,56.0,Bifurcation
G032X6I_1_1,542,304,46.0,End
G032X6I_1_1,401,290,46.0,End
G032X6I_1_1,484,283,46.0,End
G032X6I_1_1,476,240,35.0,End
G032X6I_1_1,407,281,38.0,End
G032X6I_1_1,401,268,23.0,End
G032X6I_1_1,387,283,28.0,End
G032X6I_1_1,419,175,18.0,Bifurcation
G032X6I_1_1,391,223,13.0,Bifurcation
G032X6I_1_1,392,246,16.0,Bifurcation
G032X6I_1_1,356,305,10.0,Bifurcation
G032X6I_1_1,343,328,355.0,End
G032X6I_1_1,357,255,356.0,Bifurcation
G032X6I_1_1,348,214,346.0,End
G032X6I_1_1,339,132,337.0,Bifurcation
G032X6I_1_1,339,304,324.0,Bifurcation
G032X6I_1_1,309,262,318.0,End
G032X6I_1_1,316,330,302.0,Bifurcation
G032X6I_1_1,239,242,300.0,Bifurcation
G032X6I_1_1,292,328,296.0,End
G032X6I_1_1,318,349,295.0,Bifurcation
G032X6I_1_1,284,314,292.0,End
G032X6I_1_1,318,456,277.0,End
G032X6I_1_1,348,439,270.0,Bifurcation
G032X6I_1_1,516,277,215.0,End
G032X6I_1_1,417,277,202.0,End
G032X6I_1_1,452,240,200.0,End
G032X6I_1_1,376,315,188.0,Bifurcation
G032X6I_1_1,364,326,183.0,End
G032X6I_1_1,226,293,119.0,End
G032X6I_1_1,295,338,99.0,Bifurcation
G032X6I_1_1,329,432,98.0,End
G032X6I_1_1,230,348,100.0,Bifurcation
G032X6I_1_1,308,336,94.0,End
G032X6I_1_1,357,348,90.0,End
G032X6I_1_1,356,371,92.0,Bifurcation
G033X7I_1_1,275,500,7.0,Bifurcation
G033X7I_1_1,401,339,6.0,Bifurcation
G033X7I_1_1,337,525,4.0,End
G033X7I_1_1,277,469,359.0,End
G033X7I_1_1,269,458,351.0,End
G033X7I_1_1,307,487,353.0,End
G033X7I_1_1,377,492,354.0,Bifurcation
G033X7I_1_1,245,455,353.0,End
G033X7I_1_1,347,471,342.0,Bifurcation
G033X7I_1_1,326,457,341.0,Bifurcation
G033X7I_1_1,350,444,336.0,Bifurcation
G033X7I_1_1,318,441,330.0,End
G033X7I_1_1,382,315,330.0,Bifurcation
G033X7I_1_1,320,418,324.0,End
G033X7I_1_1,295,417,325.0,End
G033X7I_1_1,374,371,324.0,Bifurcation
G033X7I_1_1,374,395,321.0,End
G033X7I_1_1,272,268,319.0,End
G033X7I_1_1,288,385,320.0,End
G033X7I_1_1,352,345,316.0,Bifurcation
G033X7I_1_1,348,303,314.0,Bifurcation
G033X7I_1_1,266,331,312.0,End
G033X7I_1_1,304,342,310.0,End
G033X7I_1_1,312,307,308.0,Bifurcation
G033X7I_1_1,367,449,163.0,End
G033X7I_1_1,331,425,150.0,End
G033X7I_1_1,323,392,141.0,Bifurcation
G033X7I_1_1,323,353,135.0,End
G033X7I_1_1,328,295,133.0,Bifurcation
G033X7I_1_1,283,275,132.0,End
G034X6I_1_1,455,435,84.0,Bifurcation
G034X6I_1_1,385,380,84.0,Bifurcation
G034X6I_1_1,472,442,70.0,End
G034X6I_1_1,412,384,68.0,Bifurcation
G034X6I_1_1,435,409,72.0,Bifurcation
G034X6I_1_1,485,420,65.0,End
G034X6I_1_1,454,395,62.0,End
G034X6I_1_1,345,338,67.0,Bifurcation
G034X6I_1_1,440,333,66.0,End
G034X6I_1_1,506,432,55.0,End
G034X6I_1_1,448,298,55.0,End
G034X6I_1_1,359,305,45.0,Bifurcation
G034X6I_1_1,378,276,35.0,End
G034X6I_1_1,363,578,344.0,End
G034X6I_1_1,294,562,340.0,End
G034X6I_1_1,420,578,342.0,Bifurcation
G034X6I_1_1,309,226,338.0,End
G034X6I_1_1,296,305,337.0,End
G034X6I_1_1,340,564,333.0,Bifurcation
G034X6I_1_1,322,565,331.0,Bifurcation
G034X6I_1_1,402,564,329.0,End
G034X6I_1_1,449,569,327.0,End
G034X6I_1_1,479,538,321.0,Bifurcation
G034X6I_1_1,428,554,316.0,End
G034X6I_1_1,297,540,317.0,Bifurcation
G034X6I_1_1,368,557,320.0,Bifurcation
G034X6I_1_1,261,527,314.0,End
G034X6I_1_1,276,284,310.0,End
G034X6I_1_1,444,536,315.0,Bifurcation
G034X6I_1_1,482,510,311.0,End
G034X6I_1_1,358,541,308.0,End
G034X6I_1_1,460,513,307.0,Bifurcation
G034X6I_1_1,410,518,301.0,End
G034X6I_1_1,229,279,298.0,Bifurcation
G034X6I_1_1,268,490,295.0,Bifurcation
G034X6I_1_1,381,510,291.0,Bifurcation
G034X6I_1_1,286,454,288.0,Bifurcation
G034X6I_1_1,452,494,288.0,End
G034X6I_1_1,301,509,292.0,End
G034X6I_1_1,484,490,279.0,End
G034X6I_1_1,434,544,143.0,Bifurcation
G034X6I_1_1,474,493,124.0,Bifurcation
G034X6I_1_1,495,476,114.0,End
G034X6I_1_1,245,432,117.0,Bifurcation
G034X6I_1_1,280,464,113.0,Bifurcation
G034X6I_1_1,412,476,115.0,End
G034X6I_1_1,269,427,107.0,Bifurcation
G034X6I_1_1,301,453,109.0,End
G034X6I_1_1,310,367,108.0,End
G034X6I_1_1,325,436,111.0,Bifurcation
G034X6I_1_1,360,371,97.0,Bifurcation
G034X6I_1_1,336,356,94.0,End
G035X6I_1_1,515,294,86.0,Bifurcation
G035X6I_1_1,466,274,82.0,Bifurcation
G035X6I_1_1,468,240,54.0,Bifurcation
G035X6I_1_1,484,228,51.0,End
G035X6I_1_1,452,212,2.0,Bifurcation
G035X6I_1_1,418,261,318.0,Bifurcation
G035X6I_1_1,324,206,319.0,Bifurcation
G035X6I_1_1,397,219,312.0,Bifurcation
G035X6I_1_1,312,356,305.0,End
G035X6I_1_1,484,404,294.0,Bifurcation
G035X6I_1_1,429,396,296.0,End
G035X6I_1_1,432,370,285.0,Bifurcation
G035X6I_1_1,411,372,280.0,End
G035X6I_1_1,327,153,138.0,Bifurcation
G035X6I_1_1,334,281,124.0,Bifurcation
G035X6I_1_1,477,378,121.0,End
G035X6I_1_1,371,383,114.0,End
G035X6I_1_1,513,371,114.0,End
G035X6I_1_1,438,289,108.0,Bifurcation
G035X6I_1_1,455,284,100.0,Bifurcation
G035X6I_1_1,487,287,90.0,Bifurcation
G035X6I_1_1,506,335,94.0,Bifurcation
G036X6I_1_1,616,502,84.0,End
G036X6I_1_1,442,395,75.0,Bifurcation
G036X6I_1_1,307,382,78.0,Bifurcation
G036X6I_1_1,629,505,74.0,End
G036X6I_1_1,540,420,78.0,Bifurcation
G036X6I_1_1,600,464,72.0,End
G036X6I_1_1,343,368,69.0,End
G036X6I_1_1,400,429,73.0,Bifurcation
G036X6I_1_1,609,382,69.0,End
G036X6I_1_1,584,365,69.0,End
G036X6I_1_1,362,297,58.0,End
G036X6I_1_1,367,255,45.0,End
G036X6I_1_1,263,323,357.0,Bifurcation
G036X6I_1_1,268,488,283.0,Bifurcation
G036X6I_1_1,365,490,276.0,Bifurcation
G036X6I_1_1,315,474,265.0,Bifurcation
G036X6I_1_1,336,457,259.0,End
G036X6I_1_1,424,490,264.0,End
G036X6I_1_1,296,393,224.0,Bifurcation
G036X6I_1_1,268,307,157.0,End
G037X6I_1_1,430,401,81.0,Bifurcation
G037X6I_1_1,524,417,81.0,End
G037X6I_1_1,527,402,65.0,End
G037X6I_1_1,484,358,63.0,End
G037X6I_1_1,501,359,64.0,End
G037X6I_1_1,525,267,48.0,End
G037X6I_1_1,483,272,43.0,Bifurcation
G037X6I_1_1,418,368,19.0,Bifurcation
G037X6I_1_1,426,278,22.0,Bifurcation
G037X6I_1_1,476,83,22.0,Bifurcation
G037X6I_1_1,457,99,12.0,End
G037X6I_1_1,412,382,9.0,Bifurcation
G037X6I_1_1,381,287,356.0,Bifurcation
G037X6I_1_1,381,58,351.0,Bifurcation
G037X6I_1_1,353,203,345.0,Bifurcation
G037X6I_1_1,455,507,344.0,End
G037X6I_1_1,323,225,343.0,Bifurcation
G037X6I_1_1,341,166,343.0,End
G037X6I_1_1,412,516,336.0,End
G037X6I_1_1,327,90,333.0,End
G037X6I_1_1,398,489,332.0,Bifurcation
G037X6I_1_1,340,62,328.0,End
G037X6I_1_1,335,486,327.0,End
G037X6I_1_1,349,493,329.0,End
G037X6I_1_1,359,313,322.0,Bifurcation
G037X6I_1_1,317,481,321.0,End
G037X6I_1_1,463,486,320.0,End
G037X6I_1_1,349,430,315.0,End
G037X6I_1_1,311,305,310.0,End
G037X6I_1_1,300,427,315.0,End
G037X6I_1_1,244,256,311.0,End
G037X6I_1_1,514,460,311.0,End
G037X6I_1_1,370,366,310.0,Bifurcation
G037X6I_1_1,489,477,311.0,End
G037X6I_1_1,287,304,297.0,End
G037X6I_1_1,487,452,292.0,Bifurcation
G037X6I_1_1,252,319,290.0,Bifurcation
G037X6I_1_1,448,440,285.0,End
G037X6I_1_1,544,400,240.0,Bifurcation
G037X6I_1_1,536,323,229.0,End
G037X6I_1_1,534,266,220.0,Bifurcation
G037X6I_1_1,508,279,220.0,Bifurcation
G037X6I_1_1,443,400,225.0,Bifurcation
G037X6I_1_1,435,383,203.0,End
G037X6I_1_1,518,133,205.0,Bifurcation
G037X6I_1_1,504,155,203.0,Bifurcation
G037X6I_1_1,439,299,197.0,Bifurcation
G037X6I_1_1,487,67,192.0,End
G037X6I_1_1,433,355,187.0,End
G037X6I_1_1,329,188,153.0,End
G037X6I_1_1,361,249,151.0,End
G037X6I_1_1,357,404,136.0,Bifurcation
G037X6I_1_1,353,438,137.0,Bifurcation
G037X6I_1_1,293,350,123.0,End
G037X6I_1_1,247,278,114.0,Bifurcation
G037X6I_1_1,509,404,90.0,Bifurcation
G038X6I_1_1,481,344,79.0,End
G038X6I_1_1,446,342,76.0,Bifurcation
G038X6I_1_1,457,301,50.0,End
G038X6I_1_1,459,221,9.0,Bifurcation
G038X6I_1_1,439,140,2.0,End
G038X6I_1_1,438,238,358.0,Bifurcation
G038X6I_1_1,354,563,0.0,End
G038X6I_1_1,268,582,359.0,Bifurcation
G038X6I_1_1,275,510,351.0,End
G038X6I_1_1,252,536,353.0,End
G038X6I_1_1,358,539,351.0,End
G038X6I_1_1,428,284,351.0,Bifurcation
G038X6I_1_1,350,524,350.0,End
G038X6I_1_1,320,489,337.0,Bifurcation
G038X6I_1_1,412,224,334.0,End
G038X6I_1_1,371,514,336.0,End
G038X6I_1_1,274,494,330.0,End
G038X6I_1_1,397,495,319.0,End
G038X6I_1_1,347,193,313.0,End
G038X6I_1_1,254,162,310.0,End
G038X6I_1_1,391,316,309.0,Bifurcation
G038X6I_1_1,283,430,301.0,End
G038X6I_1_1,287,209,303.0,End
G038X6I_1_1,386,304,297.0,Bifurcation
G038X6I_1_1,341,379,289.0,Bifurcation
G038X6I_1_1,404,402,288.0,End
G038X6I_1_1,367,320,289.0,Bifurcation
G038X6I_1_1,305,400,291.0,End
G038X6I_1_1,284,318,286.0,End
G038X6I_1_1,356,570,176.0,End
G038X6I_1_1,252,599,177.0,End
G038X6I_1_1,330,147,129.0,Bifurcation
G038X6I_1_1,296,138,129.0,End
G038X6I_1_1,410,257,119.0,End
G038X6I_1_1,386,265,114.0,End
G038X6I_1_1,275,346,114.0,End
G038X6I_1_1,288,302,107.0,End
G038X6I_1_1,271,317,111.0,End
G038X6I_1_1,418,369,106.0,End
G038X6I_1_1,433,350,103.0,End
G038X6I_1_1,443,364,99.0,Bifurcation
G039X4I_1_1,463,472,86.0,End
G039X4I_1_1,436,460,89.0,Bifurcation
G039X4I_1_1,478,508,88.0,Bifurcation
G039X4I_1_1,386,455,85.0,End
G039X4I_1_1,500,478,78.0,End
G039X4I_1_1,488,448,75.0,End
G039X4I_1_1,426,428,73.0,Bifurcation
G039X4I_1_1,449,411,66.0,Bifurcation
G039X4I_1_1,338,493,55.0,Bifurcation
G039X4I_1_1,330,533,49.0,Bifurcation
G039X4I_1_1,381,526,182.0,Bifurcation
G039X4I_1_1,393,535,147.0,Bifurcation
G039X4I_1_1,402,470,110.0,Bifurcation
G039X4I_1_1,419,512,111.0,Bifurcation
G039X4I_1_1,428,466,99.0,Bifurcation
G039X4I_1_1,435,494,93.0,Bifurcation
G039X4I_1_1,353,450,90.0,Bifurcation
G040X6I_1_1,454,162,346.0,End
G040X6I_1_1,417,190,333.0,End
G040X6I_1_1,444,369,335.0,End
G040X6I_1_1,389,95,331.0,End
G040X6I_1_1,414,166,329.0,End
G040X6I_1_1,400,316,321.0,End
G040X6I_1_1,470,558,324.0,End
G040X6I_1_1,438,394,324.0,End
G040X6I_1_1,308,275,317.0,End
G040X6I_1_1,390,250,320.0,End
G040X6I_1_1,443,542,316.0,End
G040X6I_1_1,413,546,316.0,End
G040X6I_1_1,330,159,312.0,Bifurcation
G040X6I_1_1,270,261,315.0,End
G040X6I_1_1,375,425,312.0,End
G040X6I_1_1,292,147,311.0,End
G040X6I_1_1,366,418,306.0,End
G040X6I_1_1,270,114,307.0,Bifurcation
G040X6I_1_1,365,272,309.0,End
G040X6I_1_1,340,410,305.0,End
G040X6I_1_1,236,216,307.0,End
G040X6I_1_1,350,236,309.0,End
G040X6I_1_1,375,381,306.0,Bifurcation
G040X6I_1_1,295,440,308.0,Bifurcation
G040X6I_1_1,358,371,302.0,End
G040X6I_1_1,427,555,147.0,End
G040X6I_1_1,446,323,150.0,End
G040X6I_1_1,255,346,143.0,End
G040X6I_1_1,364,250,135.0,End
G040X6I_1_1,445,503,135.0,End
G040X6I_1_1,420,264,140.0,End
G040X6I_1_1,368,514,133.0,End
G040X6I_1_1,261,244,132.0,Bifurcation
G040X6I_1_1,377,366,131.0,End
G040X6I_1_1,240,320,133.0,Bifurcation
G040X6I_1_1,346,283,131.0,End
G040X6I_1_1,281,141,129.0,End
G041X6I_1_1,251,470,85.0,Bifurcation
G041X6I_1_1,447,463,85.0,End
G041X6I_1_1,455,432,76.0,Bifurcation
G041X6I_1_1,472,424,67.0,End
G041X6I_1_1,483,402,63.0,Bifurcation
G041X6I_1_1,496,401,56.0,Bifurcation
G041X6I_1_1,455,343,38.0,End
G041X6I_1_1,389,388,35.0,End
G041X6I_1_1,392,364,12.0,End
G041X6I_1_1,382,290,355.0,End
G041X6I_1_1,560,650,354.0,End
G041X6I_1_1,349,374,341.0,End
G041X6I_1_1,549,619,333.0,Bifurcation
G041X6I_1_1,349,592,328.0,End
G041X6I_1_1,505,627,328.0,End
G041X6I_1_1,482,620,331.0,End
G041X6I_1_1,317,266,325.0,End
G041X6I_1_1,405,606,326.0,Bifurcation
