@relation final_dataset_v1

@attribute fingerprint {B101X9I_1_1,B102X0I_1_1,B104X8I_1_1,B105X2I_1_1,B106X8I_1_1,B107X9I_1_1,B108X6I_1_1,B109X4I_1_1,B110X6I_1_1,B111X7I_1_1,B112X2I_1_1,B114X3I_1_1,B115X8I_1_1,B116X6I_1_1,B117X0I_1_1,B118X8I_1_1,B119X0I_1_1,B120X9I_1_1,B121X7I_1_1,B122X4I_1_1,B123X1I_1_1,B124X5I_1_1,B126X1I_1_1,B127X6I_1_1,B129X7I_1_1,B130X1I_1_1,B132X7I_1_1,B134X9I_1_1,B135X8I_1_1,B136X8I_1_1,B137X6I_1_1,B138X3I_1_1,B139X2I_1_1,B140X8I_1_1,B141X4I_1_1,B142X1I_1_1,B143X6I_1_1,B144X3I_1_1,B145X8I_1_1,B146X6I_1_1,B147X7I_1_1,B148X6I_1_1,B150X3I_1_1,B151X9I_1_1,B152X8I_1_1,B153X1I_1_1,B154X6I_1_1,B155X6I_1_1,B157X7I_1_1,B158X8I_1_1,B161X1I_1_1,B163X7I_1_1,B164X3I_1_1,B165X7I_1_1,B166X3I_1_1,B167X2I_1_1,B168X1I_1_1,B169X2I_1_1,B170X7I_1_1,B171X7I_1_1,B172X1I_1_1,B173X9I_1_1,B175X6I_1_1,B176X7I_1_1,B177X6I_1_1,B179X2I_1_1,B180X4I_1_1,B181X8I_1_1,B182X7I_1_1,B183X1I_1_1,B185X7I_1_1,B187X2I_1_1,B188X7I_1_1,B189X7I_1_1,B190X8I_1_1,B191X3I_1_1,B192X9I_1_1,B193X2I_1_1,B194X8I_1_1,B195X3I_1_1,B196X7I_1_1,B197X8I_1_1,B198X6I_1_1,B199X1I_1_1,B200X6I_1_1,G001X2I_1_1,G002X3I_1_1,G003X8I_1_1,G004X8I_1_1,G005X8I_1_1,G006X6I_1_1,G007X1I_1_1,G008X6I_1_1,G009X8I_1_1,G011X7I_1_1,G012X8I_1_1,G013X4I_1_1,G014X7I_1_1,G016X8I_1_1,G017X9I_1_1,G018X6I_1_1,G019X1I_1_1,G021X7I_1_1,G023X6I_1_1,G026X9I_1_1,G027X6I_1_1,G028X1I_1_1,G029X9I_1_1,G030X1I_1_1,G031X6I_1_1,G032X6I_1_1,G033X7I_1_1,G034X6I_1_1,G035X6I_1_1,G036X6I_1_1,G037X6I_1_1,G038X6I_1_1,G039X4I_1_1,G040X6I_1_1,G041X6I_1_1,G042X2I_1_1,G043X8I_1_1,G044X7I_1_1,G045X9I_1_1,G046X1I_1_1,G047X4I_1_1,G049X3I_1_1,G050X7I_1_1,G051X6I_1_1,G052X9I_1_1,G053X6I_1_1,G055X3I_1_1,G056X9I_1_1,G057X4I_1_1,G058X4I_1_1,G059X1I_1_1,G060X1I_1_1,G061X4I_1_1,G062X9I_1_1,G063X2I_1_1,G064X1I_1_1,G065X6I_1_1,G066X4I_1_1,G068X6I_1_1,G069X7I_1_1,G070X2I_1_1,G071X2I_1_1,G072X1I_1_1,G073X8I_1_1,G074X3I_1_1,G075X3I_1_1,G076X3I_1_1,G077X1I_1_1,G078X3I_1_1,G079X1I_1_1,G080X8I_1_1,G081X1I_1_1,G082X6I_1_1,G083X8I_1_1,G084X6I_1_1,G085X2I_1_1,G086X9I_1_1,G087X8I_1_1,G088X7I_1_1,G089X0I_1_1,G090X5I_1_1,G092X3I_1_1,G093X8I_1_1,G094X6I_1_1,G095X6I_1_1,G096X2I_1_1,G099X9I_1_1,U201X6I_1_1,U202X8I_1_1,U204X2I_1_1,U205X4I_1_1,U206X3I_1_1,U209X7I_1_1,U212X2I_1_1,U214X5I_1_1,U215X8I_1_1,U216X4I_1_1,U217X6I_1_1,U220X5I_1_1,U221X9I_1_1,U223X6I_1_1,U224X6I_1_1,U225X6I_1_1,U226X3I_1_1,U227X6I_1_1,U228X3I_1_1,U229X2I_1_1,U230X6I_1_1,U231X2I_1_1,U232X4I_1_1,U233X6I_1_1,U236X2I_1_1,U237X1I_1_1,U238X1I_1_1,U240X1I_1_1,U241X6I_1_1,U242X1I_1_1,U245X7I_1_1,U246X8I_1_1,U247X1I_1_1,U249X3I_1_1,U250X1I_1_1,U251X1I_1_1,U252X6I_1_1,U253X9I_1_1,U254X3I_1_1,U255X1I_1_1,U256X7I_1_1,U257X3I_1_1,U258X1I_1_1,U260X8I_1_1,U261X6I_1_1,U263X1I_1_1,U265X3I_1_1,U267X3I_1_1,U268X4I_1_1,U269X3I_1_1,U270X6I_1_1,U271X6I_1_1,U272X9I_1_1,U273X6I_1_1,U276X6I_1_1,U277X9I_1_1,U280X5I_1_1,U281X7I_1_1,U282X2I_1_1,U283X6I_1_1,U284X2I_1_1,U285X4I_1_1,U286X6I_1_1,U287X3I_1_1,U288X6I_1_1,U289X6I_1_1,U290X4I_1_1,U291X6I_1_1,U293X1I_1_1,U294X6I_1_1,U295X1I_1_1,U296X6I_1_1,U298X2I_1_1,U299X8I_1_1,U300X2I_1_1}
@attribute minutia {v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81}
@attribute r15 numeric
@attribute r30 numeric
@attribute r45 numeric
@attribute r60 numeric
@attribute r75 numeric
@attribute r90 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute l4 numeric
@attribute l5 numeric
@attribute l6 numeric
@attribute d0 numeric
@attribute d1 numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute d11 numeric
@attribute q0 numeric
@attribute q1 numeric
@attribute q2 numeric
@attribute q3 numeric
@attribute q4 numeric
@attribute q5 numeric
@attribute q6 numeric
@attribute q7 numeric
@attribute q8 numeric
@attribute q9 numeric
@attribute q10 numeric
@attribute q11 numeric
@attribute alpha0 numeric
@attribute alpha0r numeric
@attribute alpha1 numeric
@attribute alpha1r numeric
@attribute alpha2 numeric
@attribute alpha2r numeric
@attribute alpha3 numeric
@attribute alpha3r numeric
@attribute alpha4 numeric
@attribute alpha4r numeric
@attribute alpha5 numeric
@attribute alpha5r numeric
@attribute alpha6 numeric
@attribute alpha6r numeric
@attribute alpha7 numeric
@attribute alpha7r numeric
@attribute alpha8 numeric
@attribute alpha8r numeric
@attribute alpha9 numeric
@attribute alpha9r numeric
@attribute alpha10 numeric
@attribute alpha10r numeric
@attribute alpha11 numeric
@attribute alpha11r numeric
@attribute beta0 numeric
@attribute beta0r numeric
@attribute beta1 numeric
@attribute beta1r numeric
@attribute beta2 numeric
@attribute beta2r numeric
@attribute beta3 numeric
@attribute beta3r numeric
@attribute beta4 numeric
@attribute beta4r numeric
@attribute beta5 numeric
@attribute beta5r numeric
@attribute beta6 numeric
@attribute beta6r numeric
@attribute beta7 numeric
@attribute beta7r numeric
@attribute beta8 numeric
@attribute beta8r numeric
@attribute beta9 numeric
@attribute beta9r numeric
@attribute beta10 numeric
@attribute beta10r numeric
@attribute beta11 numeric
@attribute beta11r numeric
@attribute score_change numeric

@data
B112X2I_1_1,v0,0,0,1,1,2,3,0,1,0,1,1,3,41.785165,74.966659,86.977008,90.138782,94.366308,94.540996,116.970082,127.800626,136.356151,141.598023,190.625287,197.040605,0.1,0.244444,0.277778,0.333333,0.355556,0.366667,0.477778,0.577778,0.688889,0.7,0.838889,0.85,84.796378,93.654785,82.697645,275.839237,82.518477,118.66007,83.557407,124.415814,81.063195,233.204788,80.885497,240.02709,83.900514,161.758921,83.505038,61.363446,84.0773,3.935707,83.593847,217.452254,84.233866,152.092273,84.125108,9.983515,12,-5.716815,190,-183.716815,33,-26.716815,44,-37.716815,149,-142.716815,156,-149.716815,81,-74.716815,-12.716815,19,-70.716815,77,137,-130.716815,71,-64.716815,-64.716815,71,0
B114X3I_1_1,v0,0,1,4,6,10,13,1,3,2,4,3,13,15.811388,30.364453,38.832976,41.725292,48.093659,59.059292,65.14599,65.795137,70.859015,73.164199,75.504967,78.492038,0.039216,0.127451,0.166667,0.186275,0.264706,0.382353,0.470588,0.480392,0.519608,0.529412,0.539216,0.578431,73.609362,57.750954,76.128283,72.986691,73.889898,230.031491,75.660753,264.51916,76.491622,87.35003,72.79367,306.935262,72.975569,305.117162,77.246849,100.105256,73.131743,323.273335,77.821369,285.679776,76.229211,312.087618,75.634797,197.493204,-12.716815,19,6.283185,6.283185,153,-146.716815,192,-185.716815,14,-7.716815,231,-224.716815,229,-222.716815,26,-19.716815,247,-240.716815,211,-204.716815,239,-232.716815,125,-118.716815,0
B115X8I_1_1,v0,0,1,1,3,5,5,1,0,2,2,0,5,16.763055,47.423623,56.603887,69.310894,70.830784,92.973114,106.51291,116,116.361506,117.153745,143.600139,147.648231,0.041667,0.15625,0.28125,0.4375,0.458333,0.635417,0.765625,0.822917,0.833333,0.838542,0.953125,0.96875,346.590496,129.732089,345.457467,116.599059,345.275414,109.417007,345.522618,282.664211,350.772143,299.63055,345.959058,283.100651,345.142665,281.284258,345.477827,278.61942,350.574795,288.433202,345.411553,97.553146,345.84888,284.990473,345.79367,106.935262,-213.716815,220,-225.716815,232,-232.716815,239,-59.716815,66,-41.716815,48,-59.716815,66,-60.716815,67,-63.716815,70,-52.716815,59,-244.716815,251,-57.716815,64,-235.716815,242,1
B116X6I_1_1,v0,0,0,1,2,3,4,0,1,1,1,1,4,44.777226,53,60.74537,85.375641,98.994949,?,?,?,?,?,?,?,0.228571,0.4,0.457143,0.571429,0.685714,?,?,?,?,?,?,?,33.873922,90.015514,33.731012,101.872604,37.076213,176.934621,34.19377,109.335362,37.287307,4.428899,?,?,?,?,?,?,?,?,?,?,?,?,?,?,53,-46.716815,65,-58.716815,143,-136.716815,72,-65.716815,-29.716815,36,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0
B117X0I_1_1,v0,0,1,4,4,5,7,1,3,0,1,2,7,17.029386,34.525353,37.64306,39.051248,68.876701,75.709973,77.317527,114.140265,130.29198,133.734812,?,?,0.05,0.166667,0.183333,0.2,0.383333,0.433333,0.45,0.7,0.85,0.875,?,?,83.131461,85.989868,77.891487,112.03308,78.408152,122.549744,83.948763,121.80717,82.879865,45.738272,79.074673,346.216265,82.519864,45.378271,83.806041,99.664448,82.741246,183.599653,83.895123,114.75353,?,?,?,?,6,0.283185,31,-24.716815,41,-34.716815,41,-34.716815,-27.716815,34,264,-257.716815,-27.716815,34,19,-12.716815,104,-97.716815,34,-27.716815,?,?,?,?,0
B118X8I_1_1,v0,0,3,3,6,7,10,3,0,3,1,3,10,22.36068,26.07681,27.294688,45.96738,53,57.58472,73.573093,75.802375,77.077883,?,?,?,0.080808,0.161616,0.181818,0.40404,0.505051,0.585859,0.737374,0.767677,0.787879,?,?,?,47.39476,51.536352,46.364383,202.505976,50.852922,322.711329,45.517596,306.659189,45.731012,322.872604,45.07152,289.213113,50.45725,308.315657,45.747192,308.888784,45.493039,302.634631,?,?,?,?,?,?,1,5.283185,153,-146.716815,275,-268.716815,258,-251.716815,274,-267.716815,241,-234.716815,261,-254.716815,260,-253.716815,254,-247.716815,?,?,?,?,?,?,0
B119X0I_1_1,v0,0,0,0,3,5,8,0,0,3,2,3,8,48.052055,56.035703,59.033889,62.968246,67.082039,77.278716,78,79.624117,90.077744,105.815878,129.541499,156.460858,0.307692,0.371795,0.397436,0.435897,0.461538,0.512821,0.538462,0.564103,0.602564,0.628205,0.794872,0.910256,83.638844,319.497251,83.393505,138.251912,83.241775,18.100182,81.106704,96.248297,83.609057,336.467465,83.247035,28.105443,83.429204,145.287611,83.870383,308.728791,81.459346,79.600939,83.964761,311.823168,83.694779,334.553186,84.433271,293.291678,239,-232.716815,58,-51.716815,-55.716815,62,12,-5.716815,256,-249.716815,-45.716815,52,65,-58.716815,228,-221.716815,1.283185,5,231,-224.716815,254,-247.716815,212,-205.716815,0
B120X9I_1_1,v0,0,0,3,4,6,6,0,3,1,2,0,6,32,34.71311,41.773197,47,65.459911,69.634761,92.021737,136.132289,141.548578,146.164291,148.296999,160.43067,0.192982,0.219298,0.315789,0.350877,0.45614,0.482456,0.578947,0.872807,0.885965,0.912281,0.916667,0.95614,346,334.858407,339.91986,168.061453,345.265406,324.123813,344.429204,319.287611,345.673419,326.531826,345.041106,311.899513,345.260723,313.11913,344.251978,277.110386,344.022457,106.880864,344.137747,116.996154,344.252969,273.111376,344.222028,273.080436,-1.716815,8,-168.716815,175,-11.716815,18,-15.716815,22,-9.716815,16,-23.716815,30,-22.716815,29,-57.716815,64,-227.716815,234,-217.716815,224,-61.716815,68,-61.716815,68,0
B121X7I_1_1,v0,0,0,1,2,6,8,0,1,1,4,2,8,32.015621,56.515485,60.133186,60.207973,61.587336,74.215901,79.649231,82.873397,94.04786,104.580113,106.451867,127.01181,0.119048,0.404762,0.47619,0.484127,0.5,0.662698,0.738095,0.789683,0.857143,0.93254,0.956349,0.996032,61.96876,128.827168,57.055507,319.1971,55.783383,131.924976,57.370752,325.512345,56.282299,141.423891,55.961793,312.103386,56.214157,321.35575,57.432921,344.574514,56.509732,317.651324,57.182234,345.323826,56.840769,330.982361,56.17342,39.315013,70,-63.716815,259,-252.716815,73,-66.716815,265,-258.716815,82,-75.716815,253,-246.716815,262,-255.716815,284,-277.716815,258,-251.716815,285,-278.716815,271,-264.716815,-13.716815,20,1
B122X4I_1_1,v0,0,0,2,2,3,7,0,2,0,1,4,7,39.204592,40.049969,61.294372,76.026311,76.485293,79.924965,84.403791,99.247166,?,?,?,?,0.15,0.175,0.425,0.5,0.525,0.6,0.625,0.75,?,?,?,?,69.375621,95.517213,70.237653,92.379245,73.527249,39.385656,73.455513,32.313921,68.91421,88.055803,69.734317,132.875909,70.048379,111.189972,69.430905,59.572498,?,?,?,?,?,?,?,?,23,-16.716815,19,-12.716815,-24.716815,31,-31.716815,38,16,-9.716815,60,-53.716815,38,-31.716815,-6.716815,13,?,?,?,?,?,?,?,?,0
B123X1I_1_1,v0,0,1,1,3,4,9,1,0,2,1,5,9,25.495098,47.801674,54.405882,67.082039,75.166482,78.409183,81.123363,85.562842,87.321246,94.244363,98.716767,103.46497,0.075758,0.313131,0.373737,0.550505,0.64899,0.686869,0.712121,0.760101,0.782828,0.833333,0.856061,0.881313,78.699304,90.557711,76.93948,244.081073,76.58611,222.727703,78.965556,119.823963,75.577542,5.719134,76.389818,208.53141,78.388256,288.246664,77.081273,249.222866,77.627317,64.768909,79.094031,121.952438,78.737059,304.595467,76.642988,211.784581,15,-8.716815,164,-157.716815,143,-136.716815,44,-37.716815,-66.716815,73,129,-122.716815,213,-206.716815,169,-162.716815,-9.716815,16,46,-39.716815,229,-222.716815,132,-125.716815,0
B124X5I_1_1,v0,0,0,0,5,5,6,0,0,5,0,1,6,47.539457,48.373546,51.224994,52.810984,54.561891,85.052925,?,?,?,?,?,?,0.25,0.291667,0.333333,0.375,0.458333,0.5,?,?,?,?,?,?,18.899292,197.040885,22.304849,191.163256,18.61287,10.754463,22.101465,18.959873,21.70865,195.567057,19.252332,212.393924,?,?,?,?,?,?,?,?,?,?,?,?,175,-168.716815,172,-165.716815,-4.716815,11,6.283185,6.283185,177,-170.716815,190,-183.716815,?,?,?,?,?,?,?,?,?,?,?,?,1
B126X1I_1_1,v0,0,0,1,3,4,5,0,1,2,1,1,5,37.363083,47.707442,48.507731,65.787537,88.29496,90.426766,91.831367,110.476242,113.437207,114.23222,118.207445,123.967738,0.166667,0.257576,0.268939,0.511364,0.787879,0.801136,0.818182,0.895833,0.903409,0.905303,0.914773,0.92803,84.700151,92.558558,85.005579,102.863986,79.861627,93.00322,80.057794,95.199386,79.945311,101.086904,80.779438,78.921031,85.330361,108.188768,80.80777,90.949363,79.876166,111.017759,80.929865,42.071458,81.346864,228.488456,85.82159,113.679997,11,-4.716815,21,-14.716815,10,-3.716815,12,-5.716815,18,-11.716815,1.283185,5,26,-19.716815,7,-0.716815,28,-21.716815,-35.716815,42,144,-137.716815,31,-24.716815,0
B127X6I_1_1,v0,0,0,0,1,3,4,0,0,1,2,1,4,50.219518,71.175839,74.8131,82.764727,146.996599,153.941547,159.304739,252.922913,277.477927,284.859615,?,?,0.1,0.183333,0.216667,0.283333,0.516667,0.55,0.583333,0.816667,0.908333,0.925,?,?,319.813584,312.671991,320.009553,125.86796,320.576772,138.435179,319.065281,301.923689,319.837428,100.695835,320.539861,124.398268,320.258895,96.117302,320.93707,121.795478,321.260488,118.118895,320.971429,131.829837,?,?,?,?,2.283185,4,-184.716815,191,-172.716815,179,-7.716815,14,-209.716815,216,-186.716815,193,-214.716815,221,-189.716815,196,-193.716815,200,-179.716815,186,?,?,?,?,1
B129X7I_1_1,v0,0,1,2,5,10,13,1,1,3,5,3,13,18.027756,45,49.040799,52.086467,58.694122,63.150614,68.066144,68.154237,68.876701,70.45566,77.897368,84.480767,0.029167,0.2375,0.275,0.308333,0.358333,0.404167,0.445833,0.45,0.458333,0.475,0.591667,0.66875,83.304817,102.44641,88.356499,254.214906,86.744909,69.603316,87.371575,64.229983,83.119469,271.261062,84.096427,107.238019,88.822775,79.681182,83.10822,261.249812,85.407746,75.549339,85.972199,55.830607,88.269093,82.127501,82.82355,92.965143,16,-9.716815,169,-162.716815,-7.716815,14,-13.716815,20,185,-178.716815,20,-13.716815,0.283185,6,175,-168.716815,-6.716815,13,-20.716815,27,3.283185,3,7,-0.716815,1
B130X1I_1_1,v0,0,1,2,3,5,7,1,1,1,2,2,7,23.706539,37.215588,56.0803,67.082039,71.25307,79.075913,88.27797,91.678787,104.923782,109.859001,112.641023,125.872952,0.025,0.116667,0.241667,0.325,0.375,0.483333,0.575,0.6,0.708333,0.741667,0.795833,0.866667,67.340921,49.199328,64.7518,47.893392,65.671429,232.813021,68.892851,125.751259,65.371918,22.51351,67.023556,247.881963,66.779029,293.920622,67.322055,238.180462,67.050195,96.908603,66.247681,323.389274,66.570352,129.711945,67.63257,207.490977,-8.716815,15,-13.716815,20,164,-157.716815,60,-53.716815,-39.716815,46,184,-177.716815,224,-217.716815,174,-167.716815,33,-26.716815,254,-247.716815,60,-53.716815,143,-136.716815,1
B132X7I_1_1,v0,0,1,4,4,6,6,1,3,0,2,0,6,15.620499,30.805844,34,37.44329,60.083276,61.131007,93.263069,96.25487,106.733313,119.40268,130.667517,140.174891,0.019608,0.107843,0.166667,0.205882,0.480392,0.5,0.828431,0.838235,0.887255,0.926471,0.955882,0.980392,51.305262,113.163669,47.911634,201.053227,47.287611,19.429204,48.262997,216.40459,47.609362,182.750954,48.792927,222.93452,48.78328,225.924873,48.287694,207.429287,48.631608,213.773201,48.481011,213.622604,48.247054,200.388647,48.808449,224.950042,65,-58.716815,150,-143.716815,-24.716815,31,165,-158.716815,132,-125.716815,171,-164.716815,174,-167.716815,156,-149.716815,162,-155.716815,162,-155.716815,149,-142.716815,173,-166.716815,0
B134X9I_1_1,v0,0,0,1,3,6,8,0,1,2,3,2,8,41.976184,46.324939,57.489129,62.008064,62.39391,63.529521,81.049368,84.90583,113.137085,?,?,?,0.262626,0.343434,0.444444,0.505051,0.545455,0.585859,0.666667,0.707071,0.848485,?,?,?,31.645289,93.503696,31.189461,88.047868,31.657306,110.515714,32.088832,114.94724,32.887573,101.74598,30.937394,292.795802,31.590296,115.448703,30.870604,105.729012,30.643806,101.502213,?,?,?,?,?,?,65,-58.716815,60,-53.716815,82,-75.716815,86,-79.716815,72,-65.716815,265,-258.716815,87,-80.716815,78,-71.716815,74,-67.716815,?,?,?,?,?,?,0
B135X8I_1_1,v0,0,1,3,7,8,8,1,2,4,1,0,8,20.223748,35.014283,36.124784,46.861498,50.009999,53.740115,54.571055,64.776539,90.917545,91.547802,109.293184,117.652029,0.041667,0.145833,0.166667,0.263889,0.305556,0.347222,0.354167,0.444444,0.6875,0.708333,0.802083,0.840278,86.85111,266.709517,85.40064,66.259047,82.20447,87.346062,83.163669,87.305262,86.980003,102.83841,81.502213,98.643806,82.528145,258.669738,86.845003,103.703411,86.482218,49.340625,86.619494,60.477901,82.360874,104.502467,81.949733,115.091325,183,-176.716815,-9.716815,16,2,4.283185,1,5.283185,19,-12.716815,14,-7.716815,173,-166.716815,20,-13.716815,-27.716815,34,-16.716815,23,19,-12.716815,30,-23.716815,1
B136X8I_1_1,v0,1,1,1,3,3,7,0,0,2,0,4,6,10.29563,45.54119,53.600373,79.630396,82.036577,82.2253,84.593144,90.376988,98.737024,100.498756,118.152444,123.166554,0.009259,0.157407,0.259259,0.37963,0.388889,0.398148,0.407407,0.444444,0.518519,0.527778,0.675926,0.712963,84.351309,58.492901,86.274885,60.133292,85.789434,52.647841,85.474277,231.332685,87.197362,92.05577,87.76682,98.625228,84.739917,230.88151,85.292361,45.150768,84.267596,203.409188,84.115238,188.25683,84.26571,201.407303,87.481861,99.340268,-22.716815,29,-16.716815,23,-23.716815,30,149,-142.716815,8,-1.716815,14,-7.716815,143,-136.716815,-30.716815,37,116,-109.716815,101,-94.716815,114,-107.716815,15,-8.716815,1
B137X6I_1_1,v0,0,0,0,1,1,3,0,0,1,0,2,3,48.104054,75.960516,81.706793,91.443972,106.230881,132.853303,143.125819,160.252925,160.822884,178.044938,182.222392,186.231039,0.087719,0.201754,0.245614,0.315789,0.394737,0.561404,0.622807,0.754386,0.763158,0.855263,0.885965,0.899123,6.497204,214.638796,3.996923,309.138515,9.624039,133.482446,5.386192,96.527784,5.68385,94.825443,4.06237,109.203963,9.551976,318.410383,3.773005,301.914598,5.099971,105.241564,9.738674,124.597081,9.95059,118.808997,4.342058,92.483651,205,-198.716815,302,-295.716815,127,-120.716815,88,-81.716815,86,-79.716815,102,-95.716815,312,-305.716815,295,-288.716815,97,-90.716815,118,-111.716815,112,-105.716815,85,-78.716815,0
B138X3I_1_1,v0,0,0,1,4,5,6,0,1,3,1,1,6,38.600518,48.507731,56.727418,57.489129,74.706091,84.403791,117.183617,119.753914,128.972865,170.308544,?,?,0.1,0.15,0.2,0.216667,0.35,0.466667,0.666667,0.7,0.816667,0.95,?,?,77.925931,68.067523,80.179225,13.037632,81.289462,104.147869,79.730011,195.588418,78.370812,64.512405,80.668435,130.526843,79.337321,55.195728,79.578808,225.437216,79.577967,228.436374,79.899861,34.758269,?,?,?,?,-6.716815,13,-57.716815,64,26,-19.716815,119,-112.716815,-10.716815,17,53,-46.716815,-14.716815,21,149,-142.716815,152,-145.716815,-35.716815,42,?,?,?,?,0
B139X2I_1_1,v0,0,2,3,6,9,10,2,1,3,3,1,10,20.248457,25,43.011626,46.647615,51.088159,54.488531,60.207973,63.505905,65.734314,82.200973,99.368003,104.04326,0.041667,0.083333,0.225,0.258333,0.291667,0.35,0.425,0.475,0.525,0.65,0.841667,0.8625,80.782194,89.640601,80.429204,71.287611,80.736249,113.594657,76.257234,91.398827,80.487959,146.346367,81.17566,106.034068,79.868844,210.727251,75.843123,99.984715,81.420436,118.278843,81.828851,104.687259,81.640051,122.498459,80.458042,157.316449,12,-5.716815,0.283185,6,36,-29.716815,12,-5.716815,69,-62.716815,28,-21.716815,134,-127.716815,21,-14.716815,40,-33.716815,26,-19.716815,44,-37.716815,80,-73.716815,0
B140X8I_1_1,v0,0,1,1,2,4,6,1,0,1,2,2,6,26.248809,55.036352,70.092796,74.632433,77.826731,78.409183,94.339811,99.035347,107.004673,108.226614,112.538882,122.690668,0.044444,0.255556,0.344444,0.388889,0.422222,0.433333,0.555556,0.588889,0.633333,0.655556,0.666667,0.722222,80.72471,71.583117,79.427269,77.568861,80.103386,62.961793,79.545131,74.686724,81.910091,1.768498,82.08801,321.946417,79.299808,254.441401,80.615242,54.473649,79.583959,66.725551,82.050527,301.908935,81.527104,18.385511,81.323047,38.181454,0.283185,6,1.283185,5,-7.716815,14,-1.716815,8,-70.716815,77,243,-236.716815,172,-165.716815,-16.716815,23,-9.716815,16,223,-216.716815,-53.716815,60,-33.716815,40,0
B141X4I_1_1,v0,0,2,3,3,4,6,2,1,0,1,2,6,28.017851,29.681644,38.209946,67.186308,75.610846,76.157731,97.308787,111.03603,111.986606,112.071406,115.117331,125.299641,0.045455,0.060606,0.098485,0.333333,0.44697,0.454545,0.655303,0.734848,0.75,0.753788,0.791667,0.833333,68.393505,161.251912,69.430687,101.289094,65.182734,47.324327,63.791303,95.932896,69.648969,106.507376,68.834095,139.692503,64.407606,65.549198,69.195496,318.053903,65.098972,28.240564,69.392198,118.250605,63.856255,98.997847,64.216161,88.357754,96,-89.716815,35,-28.716815,-14.716815,21,29,-22.716815,40,-33.716815,74,-67.716815,4.283185,2,252,-245.716815,-33.716815,40,52,-45.716815,32,-25.716815,21,-14.716815,1
B142X1I_1_1,v0,0,2,3,6,12,18,2,1,3,6,6,18,20.615528,24.515301,30.870698,45.188494,51.088159,55.362442,60.827625,64.140471,64.195015,67.896981,70.007142,70.519501,0.038462,0.044872,0.089744,0.211538,0.314103,0.378205,0.429487,0.474359,0.480769,0.519231,0.557692,0.570513,87.755021,92.613429,84.653012,76.794605,85.994533,93.852941,87.566047,110.424454,82.419072,270.560664,84.56522,41.706813,82.195167,87.33676,85.398827,153.257234,82.970787,67.112379,84.09384,235.235432,87.204501,122.062909,82.034081,91.175674,8,-1.716815,-4.716815,11,11,-4.716815,26,-19.716815,185,-178.716815,-39.716815,46,2,4.283185,71,-64.716815,-12.716815,19,148,-141.716815,38,-31.716815,6,0.283185,0
B143X6I_1_1,v0,0,2,4,5,7,10,2,2,1,2,3,10,25,29.274562,31.400637,33.24154,53,67.20863,72.470684,83.862983,85.906926,87.965902,92.633687,107.563934,0.0625,0.083333,0.111111,0.125,0.298611,0.423611,0.465278,0.545139,0.559028,0.569444,0.604167,0.722222,81.356499,73.214906,81.862934,96.721341,76.366685,94.508278,80.155036,56.013444,76.273414,124.415007,81.24617,336.104578,76.799277,108.94087,76.255189,144.396782,78.426,90.567592,77.139283,284.280876,76.509846,148.651439,76.995264,115.136856,1.283185,5,18,-11.716815,15,-8.716815,-14.716815,21,45,-38.716815,258,-251.716815,29,-22.716815,65,-58.716815,9,-2.716815,204,-197.716815,69,-62.716815,35,-28.716815,0
B144X3I_1_1,v0,0,0,1,1,2,4,0,1,0,1,2,4,36.674242,69,76.531039,88.102213,101.257099,122.090131,123.065023,126.241831,128.689549,143.68368,150.764717,151.221692,0.155556,0.4,0.477778,0.577778,0.688889,0.883333,0.888889,0.916667,0.927778,0.944444,0.955556,0.961111,75.621252,66.479659,75.429204,187.287611,73.740535,242.882128,75.887775,98.746183,76.039121,105.897528,74.961893,61.8203,75.461713,182.32012,75.140023,208.99843,74.748395,241.606802,75.331613,198.19002,75.27605,35.134457,75.078173,215.93658,0.283185,6,115,-108.716815,166,-159.716815,26,-19.716815,33,-26.716815,-3.716815,10,110,-103.716815,137,-130.716815,170,-163.716815,126,-119.716815,-30.716815,37,144,-137.716815,1
