"","fingerprint","minutia","x","y","angle","score_change","d0","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","r15","r30","r45","r60","r75","r90"
"U217X6I_1_1#v4","U217X6I_1_1","v4",352,298,327,0.108669513,41.1096095821889,135.033329219123,138.220837792281,146.413797164065,155.463822158083,162.012345208629,188.002659555656,189.496701818264,190.591185525459,NA,NA,NA,0,0,1,1,1,1
"U217X6I_1_1#v5","U217X6I_1_1","v5",349,339,289,0.108669513,41.1096095821889,94.1912947145329,109.98636279103,114.354711315276,121.103261723209,124.422666745252,147.054411698527,150.083310198036,162.606887922991,NA,NA,NA,0,0,1,1,1,1
"U217X6I_1_1#v6","U217X6I_1_1","v6",433,410,260,-0.180905867,27.3130005674953,52.6307894677631,77.0064932327138,81.3203541556479,93.4933152690608,102.176318195558,102.459748194108,109.98636279103,110.34491379307,NA,NA,NA,0,1,1,2,2,4
"U217X6I_1_1#v7","U217X6I_1_1","v7",474,443,255,-0.177475709,46.8187996428785,52.6307894677631,59.464274989274,116.077560277601,119.419428905015,121.198184804889,128.413394939936,134.372616257927,162.606887922991,NA,NA,NA,0,0,0,3,3,3
"U217X6I_1_1#v8","U217X6I_1_1","v8",355,433,250,-0.063447777,25,27.0185121722126,53.0377224247045,56.2938717801503,81.3203541556479,94.1912947145329,95.6922149393565,108.466584716216,119.419428905015,NA,NA,NA,0,2,2,4,4,5
"U217X6I_1_1#v9","U217X6I_1_1","v9",354,460,236,0.007720103,15.6524758424985,26.0192236625154,27.0185121722126,30.8706980808663,84.4334057112468,93.4933152690608,120.569482042514,121.103261723209,121.198184804889,NA,NA,NA,0,3,4,4,4,5
"U217X6I_1_1#v10","U217X6I_1_1","v10",434,487,120,-0.106902297,59.464274989274,67.0074622710038,77.0064932327138,81.0061726043145,84.4334057112468,91.214034007931,95.6922149393565,99.9599919967984,170.672200431119,NA,NA,NA,0,0,0,1,2,5
"U220X5I_1_1#v0","U220X5I_1_1","v0",303,357,87,-0.424519372,35.6089876295297,55.145262715849,68.818602136341,73.348483283569,83.1504660239496,86.8158971617526,105.645634079218,117.720006795786,119.230868486311,NA,NA,NA,0,0,1,2,4,6
"U220X5I_1_1#v1","U220X5I_1_1","v1",369,325,79,-0.4477397,30.0832179129826,31.9061122670876,39.560080889705,53.7121960079831,55.7584074378026,66.0302960768767,73.348483283569,80.2122185206219,89.5544527089524,NA,NA,NA,0,0,3,5,7,9
"U220X5I_1_1#v2","U220X5I_1_1","v2",331,379,74,-0.090810204,35.6089876295297,36.0555127546399,37.4833296279826,61.2698947281616,66.0302960768767,85.4400374531753,85.7088093488645,101.316336293808,104.809350727881,NA,NA,NA,0,0,3,3,5,7
"U220X5I_1_1#v3","U220X5I_1_1","v3",358,353,69,-0.436739427,28.0178514522438,30.0832179129826,37.4833296279826,55.145262715849,61.8465843842649,68.7968022512675,69.6419413859206,74.3303437365925,77.3692445355388,NA,NA,NA,0,1,3,4,8,10
"U220X5I_1_1#v4","U220X5I_1_1","v4",416,390,63,-0.278975114,13.3416640641263,48.4148737476408,68.7968022512675,76.5375724726098,80.2122185206219,85.7088093488645,107.205410311234,116.709039924078,117.720006795786,NA,NA,NA,1,1,1,2,3,6
"U220X5I_1_1#v5","U220X5I_1_1","v5",386,352,67,-0.054382559,28.0178514522438,31.9061122670876,48.4148737476408,57.706152185014,61.2698947281616,64.0702739185654,74.6324326281812,76.1642960973185,83.1504660239496,NA,NA,NA,0,1,2,4,7,10
"U220X5I_1_1#v6","U220X5I_1_1","v6",343,413,60,0.554380835,36.0555127546399,61.8465843842649,68.818602136341,70.7106781186548,74.6324326281812,76.5375724726098,91.7605579756357,131.244047484067,135.059246258818,NA,NA,NA,0,0,1,1,5,6
"U220X5I_1_1#v7","U220X5I_1_1","v7",383,288,40,-0.522656281,14.422205101856,39.560080889705,45.1220566907139,64.0702739185654,69.6419413859206,104.809350727881,105.645634079218,107.205410311234,118.848643240047,NA,NA,NA,1,1,2,3,5,5
"U220X5I_1_1#v8","U220X5I_1_1","v8",413,403,240,-0.273862612,13.3416640641263,57.706152185014,70.7106781186548,74.3303437365925,85.4400374531753,89.5544527089524,118.848643240047,119.230868486311,128.891427178071,NA,NA,NA,1,1,1,2,4,6
"U220X5I_1_1#v9","U220X5I_1_1","v9",391,276,195,-0.86389036,14.422205101856,52.0384473250308,53.7121960079831,76.1642960973185,83.773504164503,116.709039924078,119.201510057549,119.603511654132,128.891427178071,NA,NA,NA,1,1,1,3,3,5
"U220X5I_1_1#v10","U220X5I_1_1","v10",339,278,135,-0.09556933,45.1220566907139,52.0384473250308,55.7584074378026,77.3692445355388,86.8158971617526,87.6641317757725,101.316336293808,135.059246258818,135.915414872633,NA,NA,NA,0,0,0,3,3,6
"U221X9I_1_1#v0","U221X9I_1_1","v0",411,412,86,-0.70420932,26.0768096208106,28.0178514522438,31.0161248385416,37.8549864614954,51.662365412358,73.0068489937759,NA,NA,NA,NA,NA,NA,0,2,4,5,6,7
"U221X9I_1_1#v1","U221X9I_1_1","v1",388,396,86,0.244471762,16.1245154965971,17.6918060129541,28.0178514522438,54.0832691319598,55.3263047744922,56.4358042380899,NA,NA,NA,NA,NA,NA,0,3,3,6,7,7
"U221X9I_1_1#v2","U221X9I_1_1","v2",433,426,78,-0.70420932,26.0768096208106,50.2095608425328,54.0832691319598,54.2033209314706,62.9682459657247,93.5200513259055,NA,NA,NA,NA,NA,NA,0,1,1,4,5,5
"U221X9I_1_1#v3","U221X9I_1_1","v3",400,383,76,0.244168253,17.6918060129541,31.0161248385416,33.4215499341368,42.4264068711929,47.0106370941726,54.2033209314706,NA,NA,NA,NA,NA,NA,0,1,4,6,6,7
"U221X9I_1_1#v4","U221X9I_1_1","v4",381,340,63,0.21751419,13.0384048104053,47.0106370941726,56.4358042380899,64.3816744112795,78,100.498756211209,NA,NA,NA,NA,NA,NA,1,1,1,3,4,5
"U221X9I_1_1#v5","U221X9I_1_1","v5",394,341,54,0.186054813,13.0384048104053,42.4264068711929,55.3263047744922,66.098411478643,73.0068489937759,93.5200513259055,NA,NA,NA,NA,NA,NA,1,1,2,3,5,5
"U221X9I_1_1#v6","U221X9I_1_1","v6",374,404,263,0.501134764,16.1245154965971,33.4215499341368,37.8549864614954,62.7694193059009,62.9682459657247,64.3816744112795,NA,NA,NA,NA,NA,NA,0,1,3,3,7,7
"U221X9I_1_1#v7","U221X9I_1_1","v7",398,462,101,-0.160648667,50.2095608425328,51.662365412358,62.7694193059009,66.7532770731145,79.0253124005214,121.066097649177,NA,NA,NA,NA,NA,NA,0,0,0,2,4,5
"U223X6I_1_1#v0","U223X6I_1_1","v0",499,478,3,-0.054366282,46.0977222864644,57.706152185014,62.8012738724303,80.0062497558784,86.3481325796916,92.5904962725657,107.935165724615,113.216606555752,137.233377864133,137.905764926634,143.178210632764,144.170038496215,0,0,0,2,3,5
"U223X6I_1_1#v1","U223X6I_1_1","v1",500,398,355,0.182399653,57.4282160614449,80.0062497558784,118.207444774007,119.104995697074,131.244047484067,137.233377864133,142.425419079601,148.384635323203,164.149322264821,171.046777227751,205.321698804583,211.101871142821,0,0,0,1,1,2
"U223X6I_1_1#v2","U223X6I_1_1","v2",469,513,0,-0.373644749,33.6005952328229,44.7772263544762,46.0977222864644,52.6117857518636,56.0446250768082,62.9682459657247,73.9797269527267,97.8008179924892,98.0815986819138,116,119.104995697074,122.331516789419,0,0,2,5,7,7
"U223X6I_1_1#v3","U223X6I_1_1","v3",489,540,0,0.087802959,19.6468827043885,33.6005952328229,62.8012738724303,73.3348484691964,74.4647567645259,85.0881895447306,94.2019108086455,95.524865872714,103.092191750879,115.104300527826,129.034879005639,134.238593556399,0,1,2,2,5,6
"U223X6I_1_1#v4","U223X6I_1_1","v4",507,341,352,0.2366908,57.4282160614449,137.233377864133,140.431477952772,176.147665326566,181.969777710476,194.002577302468,199.812412026881,201.246117974981,214.888343099387,225.204351645345,256.970815463546,258.489845061658,0,0,0,1,1,1
"U223X6I_1_1#v5","U223X6I_1_1","v5",371,604,338,-0.281611989,19.313207915828,25.4950975679639,37.7359245282264,39,47.2016948848238,52.8109837060436,72.0902212508742,72.6223106214612,82.8613299434664,94.8946784598589,114.769333883229,133.7348122218,0,2,4,6,8,9
"U223X6I_1_1#v6","U223X6I_1_1","v6",366,579,342,-0.488231511,25.4950975679639,25.9615099714943,26.4196896272458,29.2061637330205,42.2018956920184,47.5078940808788,59.3632883186233,61.773780845922,77.2334124585985,78.1600921186765,94.6678403683109,122.331516789419,0,4,5,7,8,10
"U223X6I_1_1#v7","U223X6I_1_1","v7",382,405,333,0.2366908,98.6813052203912,118.207444774007,120.813906484312,121.165176515367,137.905764926634,138.683091975915,138.884844385556,140.431477952772,146.013697987552,165.656270632898,167.242339136954,172.261429228948,0,0,0,0,0,0
"U223X6I_1_1#v8","U223X6I_1_1","v8",396,525,337,-0.277239014,21.3775583264319,29.732137494637,33.0151480384384,47.2652091923859,55.5427763079953,61.773780845922,64.9384323802169,67.0074622710038,72.3394774656273,73.9797269527267,82.8613299434664,94.2019108086455,0,2,3,5,10,11
"U223X6I_1_1#v9","U223X6I_1_1","v9",416,547,333,-0.24690824,26.0192236625154,29.732137494637,35.3553390593274,42.9534631898291,49.0102030193714,56.8242905807015,59.3632883186233,62.9682459657247,72.6223106214612,73.3348484691964,74.5452882481515,75.4320886625844,0,2,4,7,11,12
"U223X6I_1_1#v10","U223X6I_1_1","v10",407,589,336,0.266825708,19.6977156035922,23.3452350598575,39,42.2018956920184,42.9534631898291,64.9384323802169,67.7200118133481,68.0073525436772,68.7313611097583,82.6196102629394,91.3509715328742,95.524865872714,0,2,5,5,9,10
"U223X6I_1_1#v11","U223X6I_1_1","v11",343,566,327,0.022964564,26.4196896272458,28.0178514522438,47.2016948848238,48.3735464897913,55.4707129934347,67.0074622710038,68.0073525436772,75.4320886625844,86.6083136886985,98.8382517044894,99.0353472251196,136.693086877135,0,2,2,5,7,9
"U223X6I_1_1#v12","U223X6I_1_1","v12",342,538,321,-0.076836731,28.0178514522438,47.5078940808788,55.5427763079953,59.6405902049938,72.0902212508742,74.5452882481515,75.4320886625844,76.9025357189215,82.6196102629394,83.240615086627,124.787819918452,129.437243481156,0,1,1,4,6,10
"U223X6I_1_1#v13","U223X6I_1_1","v13",508,535,166,-0.107310779,19.6468827043885,44.7772263544762,57.706152185014,92.0706250657613,92.7793080379456,100.089959536409,112.445542374965,114.529472189476,122.711042697876,134.182711255959,137.233377864133,148.660687473185,0,1,2,3,3,3
"U223X6I_1_1#v14","U223X6I_1_1","v14",391,572,158,-0.322709142,23.3452350598575,25.0798724079689,25.9615099714943,35.3553390593274,37.7359245282264,47.2652091923859,48.3735464897913,57.2450871254468,59.6405902049938,77.7946013551069,82.0548596976437,97.8008179924892,0,3,5,9,9,11
"U223X6I_1_1#v15","U223X6I_1_1","v15",417,521,152,-0.333028008,21.3775583264319,23.0867927612304,26.0192236625154,52.6117857518636,57.2450871254468,68.7313611097583,74.4647567645259,76.9025357189215,77.2334124585985,80.9938269252663,86.6083136886985,92.0706250657613,0,3,3,5,7,11
"U223X6I_1_1#v16","U223X6I_1_1","v16",388,654,157,0.035075421,52.8109837060436,57.0087712549569,67.7200118133481,78.1600921186765,82.0548596976437,98.8382517044894,110.602893271379,124.787819918452,129.247823966208,136.124942607885,152.305613816432,158.319297623505,0,0,0,2,3,5
"U223X6I_1_1#v17","U223X6I_1_1","v17",415,498,157,-0.274685437,23.0867927612304,33.0151480384384,49.0102030193714,56.0446250768082,77.7946013551069,83.240615086627,85.0881895447306,86.3481325796916,91.3509715328742,94.6678403683109,98.6813052203912,99.0353472251196,0,1,2,4,4,8
"U223X6I_1_1#v18","U223X6I_1_1","v18",389,597,151,-0.144319661,19.313207915828,19.6977156035922,25.0798724079689,29.2061637330205,55.4707129934347,56.8242905807015,57.0087712549569,72.3394774656273,75.4320886625844,80.9938269252663,102.357217625334,115.104300527826,0,4,4,7,8,10
"U224X6I_1_1#v0","U224X6I_1_1","v0",313,472,317,-0.377131239,33.2415402771893,37.3363094051889,50.9607692249636,52.4022900262956,105.90561835899,124.951990780459,NA,NA,NA,NA,NA,NA,0,0,2,4,4,4
"U224X6I_1_1#v1","U224X6I_1_1","v1",327,521,309,0.525171839,18.1107702762748,49.6487663492256,50.9607692249636,99.3227063666713,113.406349028615,132.060592153753,NA,NA,NA,NA,NA,NA,0,1,1,3,3,3
"U224X6I_1_1#v2","U224X6I_1_1","v2",274,437,300,-0.51163353,52.4022900262956,83.4086326467471,85.8836422143356,99.3227063666713,119.369175250565,143.784561062723,NA,NA,NA,NA,NA,NA,0,0,0,1,1,3
"U224X6I_1_1#v3","U224X6I_1_1","v3",325,503,135,0.529408888,18.1107702762748,33.2415402771893,36.0693775937429,83.4086326467471,105.190303735658,124.354332453679,NA,NA,NA,NA,NA,NA,0,1,3,3,3,4
"U224X6I_1_1#v4","U224X6I_1_1","v4",306,322,136,-0.300386939,119.369175250565,150.163244504106,161.124175715502,170.941510464837,178.241409330155,181.994505411565,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"U224X6I_1_1#v5","U224X6I_1_1","v5",350,477,130,-0.460728321,36.0693775937429,37.3363094051889,49.6487663492256,71.5122367151245,85.8836422143356,90.8240056372763,NA,NA,NA,NA,NA,NA,0,0,2,3,4,5
"U224X6I_1_1#v6","U224X6I_1_1","v6",417,452,124,-0.632946938,19.313207915828,71.5122367151245,105.190303735658,105.90561835899,113.406349028615,143.784561062723,NA,NA,NA,NA,NA,NA,0,1,1,1,2,2
"U224X6I_1_1#v7","U224X6I_1_1","v7",435,445,112,-0.296539468,19.313207915828,90.8240056372763,124.354332453679,124.951990780459,132.060592153753,161.198635229955,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1
"U225X6I_1_1#v0","U225X6I_1_1","v0",440,476,63,0.649443327,32.2800247831379,59.39696961967,62.8012738724303,66.4830805543786,78.1600921186765,91.9238815542512,93.0376267969041,101.788997440784,122.14745187682,NA,NA,NA,0,0,1,2,4,5
"U225X6I_1_1#v1","U225X6I_1_1","v1",430,414,63,0.286028304,62.8012738724303,81.9878039710785,108.811764069884,129.003875910765,129.0736224021,137.524543264103,149.050327071094,162.24980739588,184.043473125237,NA,NA,NA,0,0,0,0,1,2
"U225X6I_1_1#v2","U225X6I_1_1","v2",333,583,328,-0.139809252,66.2117814289874,70.8378429936994,88.2779700718135,90.8240056372763,91.9238815542512,102.107786186951,132.189258262538,151.320851173921,169.257200733086,NA,NA,NA,0,0,0,0,2,3
"U225X6I_1_1#v3","U225X6I_1_1","v3",398,518,252,-0.356340029,37.3363094051889,38.5875627631495,42.0475920832573,59.39696961967,62.393909959226,63.9061812346818,80.1124210094789,87.7268487978452,91.9238815542512,NA,NA,NA,0,0,3,4,6,8
"U225X6I_1_1#v4","U225X6I_1_1","v4",471,485,240,0.286028304,32.2800247831379,56.5154846037792,80.1124210094789,81.9878039710785,84.6463230152379,103.276328362312,103.831594420966,116.378692207809,118.903322073019,NA,NA,NA,0,0,1,2,2,5
"U225X6I_1_1#v5","U225X6I_1_1","v5",458,540,232,-0.343502168,41.4849370253831,51.6236379965612,56.5154846037792,61.3514466007119,62.7694193059009,63.9061812346818,66.4830805543786,98.4784240328814,129.0736224021,NA,NA,NA,0,0,1,3,7,7
"U225X6I_1_1#v6","U225X6I_1_1","v6",418,551,224,-0.261166973,20.1246117974981,25.1793566240283,38.5875627631495,41.4849370253831,49.6487663492256,63.5059052372297,78.1600921186765,84.6463230152379,90.8240056372763,NA,NA,NA,0,2,4,5,6,8
"U225X6I_1_1#v7","U225X6I_1_1","v7",400,560,216,-0.200255343,20.1246117974981,26.4007575648882,42.0475920832573,50.9901951359278,53.7587202228625,61.3514466007119,70.8378429936994,93.0376267969041,103.276328362312,NA,NA,NA,0,2,3,5,7,7
"U225X6I_1_1#v8","U225X6I_1_1","v8",421,576,206,-0.233990942,25.1793566240283,25.5538646783613,26.4007575648882,51.6236379965612,62.393909959226,80.0562302385017,88.2779700718135,101.788997440784,103.831594420966,NA,NA,NA,0,3,3,4,5,7
"U225X6I_1_1#v9","U225X6I_1_1","v9",434,598,190,-0.095211059,25.5538646783613,49.6487663492256,50.9901951359278,62.7694193059009,87.7268487978452,102.107786186951,104.661358676448,118.903322073019,122.14745187682,NA,NA,NA,0,1,1,3,4,5
"U225X6I_1_1#v10","U225X6I_1_1","v10",361,523,124,-0.283592199,37.3363094051889,53.7587202228625,63.5059052372297,66.2117814289874,80.0562302385017,91.9238815542512,98.4784240328814,104.661358676448,116.378692207809,NA,NA,NA,0,0,1,2,4,5
"U226X3I_1_1#v0","U226X3I_1_1","v0",445,332,47,-0.279707646,27.5862284482674,51.1077293567226,67.1192967781993,67.3572564761956,69.8140387028282,81.3203541556479,87.0517087712815,91.706052144883,101.965680500843,133.003759345366,137.898513407506,140.463518395347,0,1,1,2,5,7
"U226X3I_1_1#v1","U226X3I_1_1","v1",419,288,42,-0.471886528,48.7647413609464,51.1077293567226,69.8713102782537,78.2368199762746,111.018016555873,112.929181348312,117.017092768535,123.713378419636,137.905764926634,181.157390133552,188.308257917703,191.023558756505,0,0,0,2,3,4
"U226X3I_1_1#v2","U226X3I_1_1","v2",509,353,39,0.37934823,7.61577310586391,14.142135623731,27.8028775489157,45.0111097397076,67.3572564761956,72.2011080247388,72.2357252334328,78.8479549512858,90.1387818865997,110.476241789807,111.018016555873,117.923704148063,2,3,3,4,7,8
"U226X3I_1_1#v3","U226X3I_1_1","v3",488,277,38,-0.092951404,48.8364617882991,56.0357029044876,69.8140387028282,69.8713102782537,78.7464284904401,78.8479549512858,84.9293824303462,85.492689745966,105.109466747767,148.499158246773,168.961534083945,185.024322725419,0,0,0,2,4,8
"U226X3I_1_1#v4","U226X3I_1_1","v4",523,355,31,0.385830144,14.142135623731,17.7200451466693,20.2237484161567,59.0762219509677,63.0634601017102,70.2139587261678,81.3203541556479,85,85.492689745966,111.400179533069,111.682585929947,123.713378419636,1,3,3,4,6,9
"U226X3I_1_1#v5","U226X3I_1_1","v5",464,352,225,-0.077140508,27.5862284482674,42.7551166528639,45.0111097397076,59.0762219509677,66.1286624694618,78.2368199762746,78.7464284904401,97.6729235765982,105.948100502085,109.238271681678,112.929181348312,113.265175583672,0,1,2,4,5,7
"U226X3I_1_1#v6","U226X3I_1_1","v6",506,360,222,-0.0721589,7.61577310586391,17.7200451466693,25,42.7551166528639,67.1192967781993,68.6804193347711,79.8498591107085,84.504437753292,84.9293824303462,103.097041664638,112.729765368336,112.929181348312,1,3,4,4,6,9
"U226X3I_1_1#v7","U226X3I_1_1","v7",526,375,218,0.362410827,20.2237484161567,25,27.8028775489157,44.407206622349,64.7765389628066,66.1286624694618,89.5600357302296,91.3947482079797,91.706052144883,93.7763296360014,105.109466747767,120.353645561736,0,3,4,4,6,7
"U226X3I_1_1#v8","U226X3I_1_1","v8",536,286,216,0.148203851,48.8364617882991,70.2139587261678,72.2357252334328,79.8498591107085,89.5600357302296,97.6729235765982,101.965680500843,102.55242561734,117.017092768535,126.019839707881,153,176.918060129541,0,0,0,1,3,5
"U226X3I_1_1#v9","U226X3I_1_1","v9",442,245,218,-0.169992938,48.7647413609464,56.0357029044876,87.0517087712815,102.55242561734,109.238271681678,127.094453065427,131.609270190211,136.605270762149,154.777259311567,199.138143006306,215.573653306706,222.46348014899,0,0,0,2,2,3
"U226X3I_1_1#v10","U226X3I_1_1","v10",491,462,212,-0.361974171,36.2353418639869,50.5371150739731,63,79.5110055275369,93.7763296360014,103.097041664638,110.476241789807,111.682585929947,113.265175583672,137.898513407506,181.661773634411,185.024322725419,0,0,1,2,3,4
"U226X3I_1_1#v11","U226X3I_1_1","v11",552,411,211,-0.039162416,32.2490309931942,44.407206622349,51.0392006206994,63.0634601017102,68.6804193347711,72.2011080247388,79.5110055275369,93.9414711402797,105.948100502085,126.019839707881,133.003759345366,148.499158246773,0,0,2,3,6,7
"U226X3I_1_1#v12","U226X3I_1_1","v12",536,439,194,0.026042526,29.2061637330205,32.2490309931942,50.5371150739731,61.7170964968379,64.7765389628066,84.504437753292,85,90.1387818865997,112.929181348312,140.463518395347,153,168.961534083945,0,1,2,3,5,7
"U226X3I_1_1#v13","U226X3I_1_1","v13",554,462,185,-0.147978518,29.2061637330205,51.0392006206994,56.0357029044876,63,91.3947482079797,111.400179533069,112.729765368336,117.923704148063,142.126704035519,169.649638962186,176.918060129541,196.420467365293,0,1,1,3,4,4
"U226X3I_1_1#v14","U226X3I_1_1","v14",508,494,185,-0.357731441,36.2353418639869,56.0357029044876,61.7170964968379,93.9414711402797,120.353645561736,134.014924542008,139.807009838563,141.0035460547,148.660687473185,173.818871242452,209.876153957518,217.919709985123,0,0,1,2,3,3
"U227X6I_1_1#v0","U227X6I_1_1","v0",414,405,72,0.031833169,14.8660687473185,23.7697286480094,40.3112887414927,49.0917508345343,67.4759216313494,70.0927956355002,72.4223722339996,74.0607858451421,103.94229168149,107.814655775548,116.10770861575,116.764720699362,1,2,3,4,8,8
"U227X6I_1_1#v1","U227X6I_1_1","v1",469,302,23,-0.295510433,15,35.0142828000232,51.662365412358,60.0749531835024,61.3921819126833,64.8459713474939,66.6033032213869,76.9220384545287,100.603180864225,106.512910015641,112.609946274741,116.764720699362,1,1,2,3,7,8
"U227X6I_1_1#v2","U227X6I_1_1","v2",431,337,17,0.008299923,20.8806130178211,34.132096331752,43.0116263352131,50.5371150739731,51.1077293567226,51.662365412358,52.8015151297763,59.6824932455071,60.9590026165127,70.0927956355002,75.6439025963098,79.9061950038919,0,1,3,8,10,14
"U227X6I_1_1#v3","U227X6I_1_1","v3",434,303,10,-0.295510433,25.0798724079689,28.6530975637888,34.132096331752,35.0142828000232,36.2353418639869,47.4341649025257,48.7954915950234,67.1192967781993,75.4519714785505,83.168503653727,88.752464754507,92.1954445729289,0,2,5,7,8,11
"U227X6I_1_1#v4","U227X6I_1_1","v4",408,382,8,0.04320751,23.5372045918796,23.7697286480094,33.3766385365573,50.5371150739731,50.9116882454314,51.0881590977792,61.3514466007119,68.6221538571911,83.168503653727,87.0459648691426,93.0053761886914,100.603180864225,0,2,3,6,8,10
"U227X6I_1_1#v5","U227X6I_1_1","v5",409,289,356,-0.165738499,22.8473193175917,28.6530975637888,32.5729949498047,42.0475920832573,48.1663783151692,52.8015151297763,61.3921819126833,67.955868032128,73.3552997403732,91.214034007931,92.6174929481467,93.0053761886914,0,2,4,6,9,9
"U227X6I_1_1#v6","U227X6I_1_1","v6",419,258,0,0.01067443,21.4709105535839,32.5729949498047,47.4341649025257,51.662365412358,66.6033032213869,73.4370478709486,79.9061950038919,99.247166206396,99.7647232241938,114.127122105133,119.854077944808,123.761868117769,0,1,2,4,6,7
"U227X6I_1_1#v7","U227X6I_1_1","v7",411,331,351,0.076562375,20.8806130178211,36.2353418639869,41.7851648315524,42.0475920832573,51.0881590977792,52.8393792544916,59.6657355607052,63.1347764706584,63.9531078212779,64.8459713474939,67.4759216313494,73.4370478709486,0,1,4,7,13,14
"U227X6I_1_1#v8","U227X6I_1_1","v8",385,377,335,-0.049679678,23.5372045918796,33.6154726279432,40.3112887414927,42.0475920832573,52.8393792544916,60.9590026165127,67.8011799307357,81.2157620169878,82.3771813064759,88.752464754507,89.0224690738243,91.214034007931,0,1,4,5,7,11
"U227X6I_1_1#v9","U227X6I_1_1","v9",372,346,325,0.023898001,33.6154726279432,36.2353418639869,41.7851648315524,50.9116882454314,54.4242592967511,59.6824932455071,67.955868032128,72.4223722339996,75.4519714785505,75.6439025963098,82.8733974204026,95.3519795284817,0,0,3,6,8,11
"U227X6I_1_1#v10","U227X6I_1_1","v10",344,323,317,-0.321929351,23.3452350598575,36.2353418639869,67.4759216313494,67.8011799307357,73.3552997403732,78.4920378127616,87.0459648691426,88.1192374002408,92.1954445729289,99.247166206396,107.814655775548,109.293183684986,0,1,2,2,5,8
"U227X6I_1_1#v11","U227X6I_1_1","v11",289,215,313,0.027881666,116.481758228488,121.198184804889,123.00406497348,136.926987843887,140.982268388617,155.080624192708,168.344884092152,169.614268267737,185.224188485198,187.211110781385,188.308257917703,199.922484978554,0,0,0,0,0,0
"U227X6I_1_1#v12","U227X6I_1_1","v12",321,327,304,0.000533721,23.3452350598575,54.4242592967511,81.2157620169878,90.0888450364417,95.8540557305741,98.6002028395479,102.927158709449,110.453610171873,115.520560940466,116.481758228488,119.854077944808,120.282999630039,0,1,1,2,2,3
"U227X6I_1_1#v13","U227X6I_1_1","v13",466,362,219,0.042922816,43.0116263352131,60.0749531835024,61.3514466007119,63.1347764706584,67.1192967781993,67.4759216313494,69.5844810284592,70.8590149522275,82.3286098510111,82.3771813064759,92.6174929481467,95.3519795284817,0,0,1,1,8,10
"U227X6I_1_1#v14","U227X6I_1_1","v14",457,293,186,0.008764289,15,25.0798724079689,48.1663783151692,51.1077293567226,51.662365412358,59.6657355607052,62.2414652783817,69.5844810284592,100.169855745129,101.59724405711,110.634533487515,116.914498673176,1,2,2,6,8,8
"U227X6I_1_1#v15","U227X6I_1_1","v15",400,268,152,0.052600187,21.4709105535839,22.8473193175917,48.7954915950234,62.2414652783817,63.9531078212779,75.6439025963098,76.9220384545287,78.4920378127616,82.8733974204026,98.6002028395479,110.027269347194,114.280357017293,0,2,2,3,5,9
"U227X6I_1_1#v16","U227X6I_1_1","v16",455,432,96,-0.017798765,49.0917508345343,54.7083174663597,68.6221538571911,70.8590149522275,89.0224690738243,97.9846926820715,110.168053445634,119.519872824564,130.698125464752,130.751673029449,139.014387744578,150.216510410807,0,0,0,2,4,5
"U227X6I_1_1#v17","U227X6I_1_1","v17",403,415,91,-0.059218175,14.8660687473185,33.3766385365573,42.0475920832573,54.7083174663597,75.6439025963098,82.3286098510111,82.8733974204026,84.380092438916,109.293183684986,116.211014968462,120.282999630039,126.142776249772,1,1,3,4,4,8
"U228X3I_1_1#v0","U228X3I_1_1","v0",340,499,70,0.184529833,65.7875368135941,92.0054346220918,111.772089539384,143.122325302519,172.930621926829,190.97905644337,195.143536915779,204.413796011913,216.333076527839,221.415898254845,282.803818927539,302.654919008431,0,0,0,0,1,1
"U228X3I_1_1#v1","U228X3I_1_1","v1",397,222,34,0.184529833,28.6006992921502,61.3921819126833,65.1920240520265,75.8023746329889,81.0246875958186,87.6641317757725,108.171160666788,110.168053445634,158.398232313369,184.06792224611,204.002450965669,255.049014897137,0,1,1,1,3,6
"U228X3I_1_1#v2","U228X3I_1_1","v2",364,296,21,-0.149783217,17.6918060129541,20,24.4131112314674,38.9101529166874,66.6483308118065,81.0246875958186,98.3107318658548,99.0201999594022,116.378692207809,118.088949525347,133.880543769436,184.945938046771,0,3,4,4,5,6
"U228X3I_1_1#v3","U228X3I_1_1","v3",380,199,13,0.123955822,28.6006992921502,37.7359245282264,83.0963296421689,88.5437744847146,98.3107318658548,109,132.003787824441,135.029626378806,183.96738841436,208.165799304305,227.563178040737,278.869144940777,0,1,2,2,2,4
"U228X3I_1_1#v4","U228X3I_1_1","v4",402,477,234,0.187810316,51.3517283058711,65.7875368135941,71,99.2975326984513,147.502542350971,151.462866736372,170.42593699317,184.945938046771,195.829007044411,200.339711490258,255.049014897137,278.869144940777,0,0,0,1,3,3
"U228X3I_1_1#v5","U228X3I_1_1","v5",423,327,223,-0.641234231,42.190046219458,47.0106370941726,52.2398315464359,59.5482997238376,66.6483308118065,81.7435012707432,83.5284382710463,102.615788258922,108.171160666788,135.029626378806,151.462866736372,165.918654767931,0,0,1,4,5,7
